date,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
2017-05-15,2,20,5,2017,74,94,179,5,9,1,59,201,23,33,33,4,9,40,0,1,55,1,0,1,1,0,0,0,1,0,0,0,0,44,2,0,870,64.9,45.9,1013.7,10.0,6.7,12.0,15.9,84.9,51.1,0.0,999.9,0,0,0,0,0,0
2017-05-16,3,20,5,2017,41,76,159,2,4,4,45,172,17,29,33,3,20,36,0,0,62,1,0,1,0,0,0,0,0,0,0,0,0,36,6,0,747,76.9,58.3,1008.4,10.0,10.5,22.0,31.1,89.1,66.9,0.0,999.9,0,1,0,0,1,0
2017-05-17,4,20,5,2017,42,93,178,3,7,2,44,189,26,28,34,3,9,31,0,0,88,5,6,1,1,1,1,2,0,0,0,0,0,36,4,0,834,78.9,59.2,1004.3,9.8,15.5,25.1,36.9,86.0,71.1,0.0,999.9,0,0,0,0,0,0
2017-05-18,5,20,5,2017,62,80,159,1,9,4,47,181,21,32,24,5,9,30,0,0,67,2,4,1,0,2,2,0,0,0,0,0,0,30,3,0,775,75.5,59.6,1005.3,9.5,16.6,27.0,38.1,82.0,64.9,0.48,999.9,0,1,0,0,1,0
2017-05-19,6,20,5,2017,59,83,126,3,6,4,44,193,17,29,38,1,9,46,0,1,65,0,1,2,0,0,1,0,1,0,0,0,0,45,2,0,776,48.3,41.0,1018.4,8.8,17.3,22.9,28.9,75.9,44.1,0.01,999.9,0,1,0,0,0,0
2017-05-20,7,20,5,2017,40,83,107,2,3,1,46,159,21,27,29,3,8,22,0,3,54,2,7,1,0,1,1,1,0,0,0,0,0,39,3,1,664,53.3,48.7,1018.0,9.3,10.6,15.9,19.0,68.0,46.9,0.25,999.9,0,1,0,0,1,0
2017-05-21,1,20,5,2017,26,101,212,4,1,1,60,155,15,29,28,4,15,29,0,2,67,2,4,0,0,0,0,0,0,0,0,0,0,35,1,0,791,62.1,54.3,1012.7,8.8,9.8,17.1,24.1,68.0,53.1,0.4,999.9,0,1,0,0,0,0
2017-05-22,2,21,5,2017,56,81,141,5,12,5,53,184,25,37,23,6,15,34,0,0,72,3,1,1,0,2,4,0,0,0,0,0,0,33,4,0,797,59.1,43.6,1015.6,10.0,12.1,19.0,26.0,75.0,48.9,0.07,999.9,0,0,0,0,0,0
2017-05-23,3,21,5,2017,45,65,142,3,9,4,59,168,19,32,29,5,15,34,0,0,57,2,4,0,1,1,0,0,0,0,1,0,0,39,4,0,738,60.9,54.3,1009.6,9.4,7.7,18.1,24.1,68.0,57.0,0.01,999.9,0,1,0,0,1,0
2017-05-24,4,21,5,2017,44,95,114,4,3,5,49,209,20,29,26,4,11,32,1,0,64,1,7,0,0,0,3,0,0,0,0,0,0,34,6,0,761,57.0,53.2,1002.3,7.7,9.6,17.1,22.0,61.0,54.0,0.7,999.9,0,1,0,0,0,0
2017-05-25,5,21,5,2017,56,79,146,4,9,3,62,174,22,30,24,4,15,31,1,2,65,3,0,0,1,0,2,0,0,0,0,0,0,29,1,0,763,58.3,51.5,1002.0,9.9,10.4,14.0,999.9,70.0,52.0,0.01,999.9,0,0,0,0,0,0
2017-05-26,6,21,5,2017,47,61,133,4,3,1,66,181,21,32,30,10,12,54,0,0,51,0,5,1,0,1,1,0,1,0,0,0,0,45,7,0,767,60.8,52.8,1009.1,9.7,5.4,12.0,999.9,71.1,52.0,0.0,999.9,0,1,0,0,0,0
2017-05-27,7,21,5,2017,39,100,174,5,14,2,33,174,24,27,16,15,24,38,0,1,54,2,2,0,1,0,1,0,0,1,0,0,0,51,2,0,800,63.4,55.2,1011.2,9.8,6.7,12.0,999.9,75.0,55.9,0.26,999.9,0,1,0,0,0,0
2017-05-28,1,21,5,2017,29,74,183,2,7,0,59,131,22,28,19,7,13,32,1,1,50,1,0,3,1,0,1,1,0,0,0,0,0,26,14,0,705,67.0,56.4,1007.3,9.9,5.2,15.0,999.9,77.0,59.0,0.0,999.9,0,1,0,0,0,0
2017-05-29,2,22,5,2017,29,92,182,5,7,4,53,151,24,32,24,6,19,32,0,0,61,4,4,0,0,1,0,0,0,0,0,0,0,34,4,0,768,70.1,47.9,1008.3,10.0,10.6,21.0,33.0,78.1,61.0,0.01,999.9,0,0,0,0,0,0
2017-05-30,3,22,5,2017,53,97,160,4,7,4,61,189,16,29,34,11,18,28,0,0,68,4,2,0,0,2,5,0,0,0,0,0,0,21,1,0,814,66.0,44.8,1012.7,10.0,9.7,18.1,25.1,73.9,55.9,0.0,999.9,0,1,0,0,0,0
2017-05-31,4,22,5,2017,48,90,135,2,7,2,58,158,18,27,16,6,11,41,0,0,69,1,3,0,0,0,2,0,0,1,0,0,0,38,5,0,738,64.8,45.1,1014.3,10.0,8.3,15.0,22.9,73.9,54.0,0.0,999.9,0,0,0,0,0,0
2017-06-01,5,22,6,2017,127,78,128,6,25,9,62,198,17,31,16,3,16,37,1,1,72,3,0,1,0,1,2,1,0,0,0,0,0,38,10,0,883,67.1,42.4,1016.7,10.0,5.3,12.0,999.9,79.0,55.0,0.0,999.9,0,0,0,0,0,0
2017-06-02,6,22,6,2017,54,93,160,1,6,2,43,207,19,29,36,3,13,44,0,0,71,2,0,2,2,0,4,0,0,0,0,0,0,45,4,1,841,71.9,42.4,1017.2,10.0,5.4,11.1,999.9,84.9,57.9,0.0,999.9,0,0,0,0,0,0
2017-06-03,7,22,6,2017,43,106,191,0,10,2,48,190,17,41,32,7,18,32,0,0,45,3,6,2,1,0,0,0,0,0,0,0,0,27,2,0,823,75.2,49.4,1015.2,10.0,6.2,15.0,999.9,86.0,63.0,0.0,999.9,0,0,0,0,0,0
2017-06-04,1,22,6,2017,37,105,198,6,6,1,40,166,18,43,36,3,13,29,0,1,67,3,1,2,0,0,2,0,0,0,0,0,0,35,8,0,820,81.0,59.6,1009.4,10.0,7.3,14.0,18.1,91.0,72.0,0.0,999.9,0,0,0,0,0,0
2017-06-05,2,23,6,2017,58,74,129,2,5,2,37,179,19,29,35,4,10,33,1,0,80,3,0,1,2,1,1,0,0,0,0,0,0,25,6,0,736,71.3,57.5,1008.5,10.0,9.0,18.1,25.1,89.1,64.9,0.0,999.9,0,0,0,0,0,0
2017-06-06,3,23,6,2017,68,99,155,4,6,1,45,198,16,30,28,4,11,37,0,0,77,2,3,1,0,1,3,0,0,0,0,0,0,33,3,0,825,64.8,46.5,1015.6,10.0,12.1,19.0,26.0,75.0,55.0,0.0,999.9,0,0,0,0,0,0
2017-06-07,4,23,6,2017,62,75,147,5,6,3,43,193,25,26,35,5,17,37,0,0,69,3,4,0,1,1,1,0,0,0,0,0,0,22,6,1,787,67.0,45.9,1018.6,10.0,10.0,14.0,21.0,75.9,57.9,0.0,999.9,0,0,0,0,0,0
2017-06-08,5,23,6,2017,56,87,133,5,5,4,49,190,23,32,31,8,17,37,2,2,61,3,3,1,0,1,0,0,0,0,0,0,0,17,2,0,769,70.4,45.0,1015.5,10.0,4.3,14.0,999.9,82.9,57.0,0.0,999.9,0,0,0,0,0,0
2017-06-09,6,23,6,2017,48,74,146,1,11,5,45,188,22,44,34,6,27,48,2,0,63,2,7,1,2,0,0,1,0,0,0,0,0,31,8,0,816,75.6,53.4,1008.1,10.0,8.6,14.0,20.0,89.1,66.0,0.05,999.9,0,1,0,0,0,0
2017-06-10,7,23,6,2017,41,62,177,3,7,2,47,208,17,30,34,2,16,30,0,0,62,0,8,1,0,1,1,0,1,0,0,0,0,29,6,0,785,76.1,55.2,1009.2,9.9,12.3,25.1,34.0,91.0,68.0,0.02,999.9,0,0,0,0,0,0
2017-06-11,1,23,6,2017,35,91,207,4,6,1,48,200,24,27,26,3,15,23,0,0,67,6,1,1,0,0,0,0,0,0,0,0,0,26,2,0,813,82.1,57.6,1011.3,10.0,13.8,17.1,26.0,93.9,71.1,0.0,999.9,0,0,0,0,0,0
2017-06-12,2,24,6,2017,42,67,152,1,8,3,43,182,21,30,41,1,13,26,0,1,57,5,0,1,1,1,4,0,0,0,0,0,0,39,1,0,740,84.7,62.1,1011.9,10.0,11.8,15.0,22.0,95.0,73.9,0.0,999.9,0,0,0,0,0,0
2017-06-13,3,24,6,2017,63,78,142,3,1,3,53,206,25,39,33,5,6,37,0,1,65,4,5,2,2,0,1,0,0,0,0,0,0,30,3,0,807,80.3,64.5,1013.0,10.0,6.7,15.9,999.9,91.9,72.0,0.0,999.9,0,1,0,0,1,0
2017-06-14,4,24,6,2017,53,72,131,2,6,2,53,209,23,24,38,4,7,41,3,0,71,1,1,1,0,0,3,0,0,0,0,0,0,23,1,0,769,77.7,66.2,1011.8,9.1,7.4,24.1,35.9,90.0,68.0,0.05,999.9,1,1,0,0,1,0
2017-06-15,5,24,6,2017,67,91,140,4,5,3,45,202,28,31,26,5,17,54,1,1,68,2,0,3,2,0,1,0,0,0,0,0,0,25,2,0,823,77.2,64.8,1009.2,10.0,7.9,15.0,22.0,91.0,70.0,1.05,999.9,0,1,0,0,1,0
2017-06-16,6,24,6,2017,65,79,166,4,7,5,57,197,14,34,38,7,23,33,0,1,63,3,1,1,0,3,0,0,2,0,0,0,0,31,0,1,835,77.8,62.2,1008.3,10.0,9.4,18.1,25.1,89.1,66.9,0.06,999.9,0,1,0,0,0,0
2017-06-17,7,24,6,2017,57,102,196,4,4,3,37,199,17,27,42,2,20,39,1,1,40,1,0,1,0,0,3,0,0,0,0,0,0,23,6,0,825,80.5,67.5,1003.2,10.0,9.1,15.9,22.9,88.0,73.0,0.02,999.9,0,1,0,0,0,0
2017-06-18,1,24,6,2017,37,89,214,4,8,4,38,179,17,34,28,6,15,33,0,0,48,8,3,0,0,0,0,0,0,0,0,0,0,14,6,1,786,75.6,63.8,1002.2,10.0,10.8,20.0,27.0,82.9,71.1,0.03,999.9,0,1,0,0,1,0
2017-06-19,2,25,6,2017,35,99,147,3,6,3,54,174,17,25,36,5,16,30,0,1,53,2,0,1,0,0,3,0,0,0,0,0,0,30,5,0,745,70.7,56.0,1008.5,10.0,8.1,15.9,27.0,79.0,64.0,0.0,999.9,0,1,0,0,1,0
2017-06-20,3,25,6,2017,48,116,145,3,4,2,36,188,21,38,32,4,11,44,0,0,68,2,2,0,0,0,2,1,0,0,0,0,0,32,3,0,802,66.6,54.6,1013.1,10.0,8.8,17.1,27.0,80.1,59.0,0.23,999.9,0,1,0,0,1,0
2017-06-21,4,25,6,2017,55,76,121,2,5,2,61,193,21,39,41,7,16,37,1,1,54,4,9,1,0,0,4,0,0,0,0,0,0,32,4,0,786,68.5,56.2,1013.7,10.0,5.8,12.0,999.9,79.0,57.0,0.01,999.9,0,0,0,0,0,0
2017-06-22,5,25,6,2017,71,97,137,3,3,4,47,224,19,35,27,5,15,40,0,1,54,2,1,1,0,1,4,1,0,0,0,0,0,22,5,0,819,79.3,66.3,1009.3,10.0,10.1,17.1,24.1,89.1,71.1,0.0,999.9,0,1,0,0,1,0
2017-06-23,6,25,6,2017,53,95,131,4,4,3,44,206,26,27,37,2,19,33,0,1,52,1,4,1,0,1,1,0,0,0,0,0,0,29,3,0,777,76.7,62.8,1004.7,9.4,10.4,19.0,25.1,84.0,66.9,0.02,999.9,0,1,0,0,1,0
2017-06-24,7,25,6,2017,45,95,180,1,2,4,45,190,28,35,35,3,12,32,0,0,62,2,0,0,0,1,0,0,0,0,0,0,0,40,7,0,819,70.0,52.0,1012.2,10.0,11.6,18.1,25.1,80.1,62.1,0.01,999.9,0,0,0,0,0,0
2017-06-25,1,25,6,2017,29,91,196,1,11,8,48,180,16,30,31,3,11,32,0,4,77,1,0,2,0,1,3,0,0,0,0,0,0,18,2,2,797,65.4,46.6,1017.9,10.0,11.0,17.1,22.0,73.0,55.9,0.0,999.9,0,0,0,0,0,0
2017-06-26,2,26,6,2017,52,83,142,5,4,4,55,193,17,38,39,5,11,41,0,0,55,4,0,0,0,1,0,1,0,0,0,0,0,32,5,0,787,64.7,46.8,1018.3,10.0,10.5,18.1,28.0,73.9,55.0,0.0,999.9,0,0,0,0,0,0
2017-06-27,3,26,6,2017,44,71,149,4,7,3,46,196,29,42,30,4,16,29,1,1,54,5,4,0,0,0,1,0,0,0,0,0,0,34,1,0,771,65.3,45.7,1018.6,10.0,6.0,13.0,21.0,77.0,54.0,0.0,999.9,0,0,0,0,0,0
2017-06-28,4,26,6,2017,49,72,104,2,6,2,45,160,9,37,47,3,12,53,1,1,63,4,3,2,1,1,0,1,0,0,0,0,0,27,2,0,707,69.8,52.3,1014.0,9.9,10.6,20.0,28.0,82.9,63.0,0.0,999.9,0,1,0,0,0,0
2017-06-29,5,26,6,2017,55,85,146,5,4,1,49,196,31,16,40,3,11,36,1,1,60,1,4,0,0,0,2,0,0,0,0,0,0,26,3,0,776,76.2,64.7,1008.1,9.9,11.5,19.0,27.0,82.9,68.0,0.24,999.9,0,1,0,0,1,0
2017-06-30,6,26,6,2017,45,80,141,5,5,2,52,201,21,39,29,4,18,33,0,0,59,4,6,0,0,0,0,0,0,0,0,0,0,30,4,0,778,73.7,67.5,1009.2,8.8,6.0,12.0,999.9,82.9,66.9,0.21,999.9,0,1,0,0,1,0
2017-07-01,7,26,7,2017,111,99,160,4,14,10,76,204,21,29,24,4,20,33,0,2,67,1,6,0,1,2,1,1,0,0,0,0,0,34,11,0,935,76.3,61.2,1010.8,10.0,8.8,17.1,22.9,82.9,68.0,0.01,999.9,0,0,0,0,0,0
2017-07-02,1,26,7,2017,23,103,165,3,10,4,45,164,22,43,32,8,23,30,1,2,62,3,0,3,0,0,2,1,0,0,0,0,0,28,3,0,780,75.4,57.3,1015.4,10.0,7.4,15.9,21.0,89.1,62.1,0.0,999.9,0,1,0,0,1,0
2017-07-03,2,27,7,2017,72,91,145,2,4,2,47,214,19,34,33,6,15,42,0,1,63,0,1,2,1,0,1,0,0,0,0,0,0,62,6,0,863,75.2,64.5,1015.9,10.0,6.6,12.0,999.9,82.9,70.0,0.0,999.9,0,0,0,0,0,0
2017-07-04,3,27,7,2017,31,104,184,9,9,3,51,167,24,26,40,6,26,27,1,0,55,1,2,0,0,2,0,0,1,0,0,0,0,22,5,0,796,74.5,62.8,1017.2,10.0,7.9,13.0,999.9,84.0,68.0,0.01,999.9,0,0,0,0,0,0
2017-07-05,4,27,7,2017,57,104,164,3,4,5,52,182,23,35,40,10,24,36,0,0,73,8,0,0,0,0,2,0,0,0,0,0,0,31,5,0,858,78.3,61.5,1018.0,8.8,6.4,12.0,999.9,87.1,71.1,0.0,999.9,0,0,0,0,0,0
2017-07-06,5,27,7,2017,46,74,131,2,8,1,46,197,23,38,31,6,16,45,1,2,69,3,4,0,1,1,2,0,0,0,0,0,0,24,7,0,778,82.2,64.4,1014.5,9.9,5.1,9.9,19.0,91.9,72.0,0.0,999.9,0,1,0,0,1,0
2017-07-07,6,27,7,2017,69,81,140,4,5,1,33,175,22,24,37,7,17,37,0,1,70,0,0,0,1,1,0,1,0,0,0,0,0,29,3,0,758,81.5,67.7,1010.3,10.0,9.1,15.0,19.0,91.0,75.9,0.0,999.9,0,1,0,0,1,0
2017-07-08,7,27,7,2017,46,77,159,2,3,6,48,179,13,21,36,6,23,46,0,0,56,1,0,1,1,0,2,0,0,0,0,0,0,27,6,0,759,71.5,55.4,1014.6,10.0,7.5,15.0,19.0,78.1,64.0,0.0,999.9,0,0,0,0,0,0
2017-07-09,1,27,7,2017,25,87,196,4,5,2,45,193,16,50,28,6,14,32,1,1,72,2,4,0,0,0,2,0,0,0,0,0,0,33,3,1,822,74.7,52.5,1015.9,10.0,7.0,13.0,19.0,87.1,61.0,0.0,999.9,0,0,0,0,0,0
2017-07-10,2,28,7,2017,59,89,110,5,3,3,49,195,25,29,29,3,21,41,0,0,64,2,0,1,0,0,0,0,0,0,0,0,0,42,9,0,779,78.2,67.9,1009.4,9.7,8.4,21.0,28.0,84.9,68.0,0.17,999.9,0,1,0,0,1,0
2017-07-11,3,28,7,2017,59,77,131,2,1,5,51,202,19,27,32,8,15,38,1,1,58,2,0,1,1,0,0,0,0,0,0,0,0,30,8,0,769,78.2,70.6,1009.9,9.2,4.4,11.1,21.0,86.0,72.0,0.22,999.9,0,1,0,0,0,0
2017-07-12,4,28,7,2017,42,91,112,1,3,1,47,193,16,28,26,3,8,32,0,2,48,2,4,0,0,1,0,0,0,0,0,0,0,25,5,0,690,77.3,70.8,1011.5,9.4,8.2,13.0,18.1,80.1,69.1,0.05,999.9,0,1,0,0,1,0
2017-07-13,5,28,7,2017,51,93,155,5,10,6,41,211,21,34,27,0,17,41,1,1,49,3,1,1,2,0,1,0,1,0,0,0,0,42,4,0,818,78.4,69.5,1013.2,10.0,8.5,17.1,26.0,84.0,73.9,0.7,999.9,0,1,0,0,0,0
2017-07-14,6,28,7,2017,52,81,149,5,5,3,40,207,16,22,30,7,13,48,1,0,63,8,0,0,2,0,2,0,0,0,0,0,0,43,1,0,798,72.2,61.0,1017.6,9.9,7.6,11.1,19.0,82.0,66.9,0.0,999.9,0,0,0,0,0,0
2017-07-15,7,28,7,2017,61,94,185,3,4,3,56,219,21,39,33,3,19,37,0,0,51,4,2,1,2,2,2,0,0,0,0,0,0,38,8,1,888,71.0,59.1,1019.5,10.0,5.2,12.0,15.9,82.9,61.0,0.0,999.9,0,0,0,0,0,0
2017-07-16,1,28,7,2017,32,96,183,3,3,5,44,171,17,37,44,6,17,36,0,0,64,3,5,0,1,2,0,0,0,0,0,0,0,36,7,0,812,73.1,62.5,1015.3,10.0,10.3,22.9,33.0,81.0,70.0,0.0,999.9,0,1,0,0,0,0
2017-07-17,2,29,7,2017,65,96,133,3,4,1,58,241,19,35,33,6,9,44,0,0,54,3,0,0,0,0,3,0,1,0,0,0,0,33,3,0,844,69.2,57.7,1016.6,10.0,6.7,15.0,999.9,79.0,57.9,0.0,999.9,0,0,0,0,0,0
2017-07-18,3,29,7,2017,66,80,146,6,3,4,53,203,21,27,30,0,22,33,0,2,51,3,9,0,1,3,1,1,1,0,0,0,0,21,4,0,791,76.0,59.4,1016.7,9.5,3.3,8.9,999.9,90.0,63.0,0.0,999.9,0,0,0,0,0,0
2017-07-19,4,29,7,2017,53,61,134,5,4,1,46,209,20,27,37,3,21,39,3,1,54,0,0,0,0,1,3,1,1,0,0,0,0,41,3,0,768,80.5,66.9,1016.9,10.0,6.8,11.1,999.9,89.1,73.0,0.0,999.9,0,0,0,0,0,0
2017-07-20,5,29,7,2017,51,80,124,2,5,7,52,195,11,44,18,1,9,53,0,0,58,2,10,0,1,0,1,0,0,0,0,0,0,31,5,0,760,77.3,70.0,1014.5,9.1,8.0,20.0,38.1,89.1,70.0,0.64,999.9,1,1,0,0,1,0
2017-07-21,6,29,7,2017,43,72,141,3,7,3,41,215,24,25,27,8,11,48,0,5,44,1,0,0,0,0,1,1,0,0,0,0,0,37,1,0,758,81.5,70.2,1013.4,10.0,6.1,13.0,999.9,89.1,75.0,0.65,999.9,0,0,0,0,1,0
2017-07-22,7,29,7,2017,41,87,164,1,7,2,39,179,20,29,38,1,15,39,0,0,54,2,1,1,1,0,1,0,0,0,0,0,0,30,3,0,755,78.0,70.5,1008.2,8.0,8.7,25.1,33.0,87.1,72.0,1.21,999.9,1,1,0,0,1,0
2017-07-23,1,29,7,2017,37,106,203,4,8,2,42,182,23,36,30,7,12,41,1,0,65,4,1,1,0,0,1,0,0,0,0,0,0,28,8,0,842,80.3,67.6,1007.7,10.0,5.2,15.0,18.1,91.0,73.0,0.03,999.9,0,1,0,0,1,0
2017-07-24,2,30,7,2017,77,86,127,1,3,4,60,165,28,43,27,3,17,40,0,0,60,3,1,0,1,2,3,0,0,0,0,0,0,27,2,1,781,71.5,61.0,1013.6,10.0,10.2,14.0,19.0,75.9,68.0,0.03,999.9,0,0,0,0,0,0
2017-07-25,3,30,7,2017,68,110,128,3,6,4,66,225,20,33,32,4,18,41,0,1,52,2,0,0,1,1,0,0,0,0,0,0,0,30,5,0,850,73.1,58.3,1020.4,10.0,7.3,13.0,999.9,82.0,66.0,0.0,999.9,0,0,0,0,0,0
2017-07-26,4,30,7,2017,53,83,133,6,2,5,50,178,19,27,29,4,19,46,1,0,57,1,1,3,1,1,0,0,0,0,0,0,0,33,0,0,752,76.6,63.1,1017.5,10.0,6.8,8.9,999.9,84.9,68.0,0.0,999.9,0,0,0,0,0,0
2017-07-27,5,30,7,2017,45,76,138,4,2,3,49,218,19,43,26,3,12,40,1,1,64,4,3,1,1,1,1,0,0,0,0,0,0,31,4,0,790,78.6,70.1,1012.6,8.0,8.1,15.9,17.1,82.0,73.9,0.07,999.9,0,1,0,0,0,0
2017-07-28,6,30,7,2017,64,92,138,3,7,1,51,246,19,30,39,3,16,44,0,1,53,5,1,2,0,0,0,0,0,0,0,0,0,29,7,0,851,74.2,62.6,1013.6,10.0,12.4,17.1,24.1,79.0,70.0,0.0,999.9,0,0,0,0,0,0
2017-07-29,7,30,7,2017,43,103,191,1,8,3,52,170,15,27,34,3,21,31,0,2,52,0,1,1,1,1,0,0,1,0,0,0,0,29,10,0,800,72.7,54.5,1018.0,10.0,11.4,15.9,24.1,78.1,64.9,0.0,999.9,0,0,0,0,0,0
2017-07-30,1,30,7,2017,35,89,199,2,8,2,45,177,25,35,42,7,16,26,0,1,65,1,0,1,0,1,0,0,0,0,0,0,0,32,9,0,818,73.5,59.0,1020.9,10.0,4.9,11.1,999.9,84.0,64.0,0.0,999.9,0,0,0,0,0,0
2017-07-31,2,31,7,2017,57,83,133,6,5,2,56,213,21,27,28,6,13,40,0,1,54,2,4,1,0,1,2,0,0,0,0,0,0,27,9,1,792,76.8,60.3,1020.8,10.0,3.5,11.1,999.9,86.0,68.0,0.0,999.9,0,0,0,0,0,0
2017-08-01,3,31,8,2017,103,104,136,0,7,8,87,245,17,46,35,3,14,39,0,1,66,1,0,1,0,0,2,0,0,0,0,0,0,34,9,0,958,77.9,62.5,1017.7,10.0,4.0,11.1,999.9,86.0,71.1,0.0,999.9,0,1,0,0,1,0
2017-08-02,4,31,8,2017,56,100,139,4,6,3,68,182,17,28,28,4,8,23,1,1,58,0,6,3,1,0,0,0,0,0,0,0,0,33,5,0,774,77.2,64.2,1015.4,9.6,5.4,11.1,999.9,87.1,68.0,0.0,999.9,0,0,0,0,1,0
2017-08-03,5,31,8,2017,66,93,153,4,5,3,46,234,26,31,22,4,11,45,1,0,59,1,8,0,0,0,2,0,0,0,0,0,0,33,2,0,849,76.8,67.4,1013.7,9.0,7.6,20.0,29.9,86.0,71.1,0.0,999.9,0,1,0,0,1,0
2017-08-04,6,31,8,2017,76,86,131,0,7,1,52,311,22,39,30,8,17,45,0,1,52,0,5,0,0,0,0,1,0,0,0,0,0,37,3,0,924,62.9,55.2,1011.0,10.0,12.4,25.1,33.0,75.9,55.9,0.66,999.9,0,1,0,0,1,0
2017-08-05,7,31,8,2017,59,90,144,1,9,2,62,317,21,41,29,5,15,36,0,0,61,2,3,0,1,1,0,0,0,0,0,0,0,23,6,0,928,67.7,54.5,1016.1,10.0,7.2,13.0,15.9,79.0,59.0,0.01,999.9,0,0,0,0,0,0
2017-08-06,1,31,8,2017,29,98,196,3,6,2,49,229,15,40,31,4,10,32,1,0,69,3,4,1,0,0,4,0,0,0,0,0,0,35,4,0,865,71.9,57.3,1015.9,10.0,6.1,12.0,19.0,77.0,66.0,0.0,999.9,0,0,0,0,0,0
2017-08-07,2,32,8,2017,53,106,133,4,3,2,42,178,14,44,28,3,14,50,0,0,48,1,0,1,0,0,2,0,2,0,0,0,0,37,8,0,773,70.5,57.8,1016.3,10.0,6.6,14.0,999.9,77.0,64.0,0.0,999.9,0,1,0,0,0,0
2017-08-08,3,32,8,2017,61,82,115,1,8,3,48,199,13,35,26,7,15,36,0,1,61,1,8,0,0,0,0,0,1,0,0,0,0,40,7,0,768,70.4,51.9,1020.3,10.0,4.4,8.9,14.0,84.0,59.0,0.0,999.9,0,0,0,0,0,0
2017-08-09,4,32,8,2017,59,62,138,4,6,3,52,213,14,30,31,3,15,29,1,0,58,3,11,2,2,1,0,0,0,0,0,0,0,26,6,0,769,74.6,56.1,1020.6,10.0,3.5,8.0,999.9,82.9,64.0,0.0,999.9,0,0,0,0,0,0
2017-08-10,5,32,8,2017,53,104,134,3,3,1,45,200,28,29,28,2,13,41,1,0,61,2,2,1,2,0,2,0,0,0,0,0,0,29,6,0,790,75.6,58.7,1017.5,10.0,7.7,15.9,20.0,84.9,64.9,0.0,999.9,0,0,0,0,0,0
2017-08-11,6,32,8,2017,38,99,131,2,8,3,37,210,26,27,27,7,12,41,2,2,48,0,0,3,0,0,2,0,0,0,0,0,0,32,8,0,765,74.0,60.8,1014.1,10.0,8.5,15.0,21.0,82.0,68.0,0.0,999.9,0,0,0,0,0,0
2017-08-12,7,32,8,2017,49,90,175,3,6,3,29,207,21,36,35,4,21,37,2,0,46,2,5,2,1,0,0,0,1,0,0,0,0,27,10,0,812,69.4,57.1,1016.5,10.0,8.4,12.0,999.9,75.9,61.0,0.0,999.9,0,0,0,0,0,0
2017-08-13,1,32,8,2017,29,84,170,3,2,3,49,165,19,27,30,4,17,44,0,2,46,8,3,0,0,3,2,0,0,0,0,0,0,15,5,0,730,69.3,55.5,1017.1,10.0,3.2,8.9,999.9,77.0,59.0,0.0,999.9,0,0,0,0,0,0
2017-08-14,2,33,8,2017,52,97,139,6,7,2,43,232,18,30,38,1,12,36,0,0,62,4,0,1,0,0,2,0,0,0,0,0,0,30,3,0,815,74.0,58.6,1011.9,10.0,4.8,9.9,15.0,84.0,64.9,0.0,999.9,0,0,0,0,0,0
2017-08-15,3,33,8,2017,52,89,126,3,4,6,40,237,19,40,43,3,13,40,0,1,49,2,0,2,0,0,0,0,0,0,0,0,0,18,8,0,795,76.5,65.3,1010.7,9.8,6.6,12.0,999.9,84.0,68.0,0.0,999.9,0,0,0,0,0,0
2017-08-16,4,33,8,2017,64,70,132,3,8,3,46,223,17,39,36,6,11,40,0,1,67,3,0,0,0,0,0,0,0,0,0,0,0,23,3,0,795,77.1,66.3,1013.6,9.8,6.5,12.0,15.9,91.9,70.0,0.0,999.9,0,1,0,0,0,0
2017-08-17,5,33,8,2017,57,78,123,1,4,2,56,195,18,49,27,4,9,46,1,2,57,0,1,0,3,0,0,0,0,0,0,0,0,33,2,0,768,78.3,69.4,1007.3,9.4,12.4,20.0,26.0,84.0,73.0,0.21,999.9,0,1,0,0,0,0
2017-08-18,6,33,8,2017,50,89,157,4,9,1,56,214,17,41,31,4,16,49,0,1,61,2,0,2,0,1,2,0,0,0,0,0,0,46,5,1,859,75.1,62.4,1008.7,10.0,10.3,18.1,27.0,82.9,66.9,0.07,999.9,0,0,0,0,0,0
2017-08-19,7,33,8,2017,50,107,190,7,6,0,42,225,18,44,35,7,21,28,0,1,68,2,2,1,1,0,1,1,0,0,0,0,0,32,3,0,892,74.8,59.1,1012.3,10.0,6.0,9.9,999.9,82.0,64.0,0.0,999.9,0,0,0,0,0,0
