crimedate,weekday,weekno,month,year,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
2016-12-26,2,52,12,2016,38,80,143,4,3,2,37,156,18,29,29,1,11,40,0,0,39,1,0,0,3,0,0,0,0,0,0,0,0,12,1,0,647
2016-12-27,3,52,12,2016,74,68,109,3,3,0,38,149,9,44,29,2,9,44,0,2,49,2,0,0,0,1,0,0,0,0,0,0,0,28,0,0,663
2016-12-28,4,52,12,2016,70,77,94,4,4,0,57,177,24,52,30,1,12,49,1,0,45,1,0,0,2,0,2,0,0,0,0,0,0,20,0,0,722
2016-12-29,5,52,12,2016,60,75,107,3,3,3,47,140,15,29,36,6,12,38,0,0,37,1,0,0,1,1,0,0,0,0,0,0,0,30,3,0,647
2016-12-30,6,52,12,2016,71,83,113,2,8,2,57,167,20,47,39,5,10,43,1,1,38,2,0,0,0,0,1,0,0,0,0,0,0,27,4,1,742
2016-12-31,7,52,12,2016,36,101,149,1,9,3,44,153,16,43,37,2,8,38,0,1,37,2,0,0,0,1,0,1,0,0,0,0,0,14,8,0,704
2017-01-01,1,52,1,2017,186,115,207,3,144,43,77,185,15,42,34,6,9,23,1,0,46,2,0,0,0,1,0,1,0,0,1,0,0,12,46,0,1199
2017-01-02,2,1,1,2017,54,73,105,3,4,5,45,120,17,33,37,1,12,30,0,0,38,1,0,0,1,1,3,0,0,0,0,0,0,28,2,0,613
2017-01-03,3,1,1,2017,76,82,114,1,5,3,43,148,17,36,34,5,8,43,2,0,55,2,0,0,2,0,1,0,1,0,0,0,0,38,1,0,717
2017-01-04,4,1,1,2017,59,57,95,2,4,0,54,161,17,29,32,0,5,30,0,0,34,2,2,0,0,0,1,0,2,0,0,0,0,25,1,0,612
2017-01-05,5,1,1,2017,64,68,83,4,1,2,57,132,16,29,44,2,5,30,0,0,42,1,0,0,0,0,1,0,1,0,0,0,0,25,3,0,610
2017-01-06,6,1,1,2017,46,68,81,2,9,0,41,123,12,31,57,6,9,35,0,0,44,1,0,0,0,3,1,0,0,0,0,0,0,29,3,0,601
2017-01-07,7,1,1,2017,44,62,120,2,4,1,45,120,20,36,45,3,5,28,0,0,42,1,2,0,1,0,0,0,0,0,0,0,0,32,5,0,618
2017-01-08,1,1,1,2017,27,70,115,4,1,0,54,105,20,35,47,4,9,21,0,0,45,0,0,0,1,0,1,0,0,0,0,0,0,25,6,0,590
2017-01-09,2,2,1,2017,58,91,91,3,8,0,51,158,17,27,53,2,14,57,0,1,38,2,1,0,0,0,0,0,0,0,0,0,0,37,3,1,713
2017-01-10,3,2,1,2017,68,94,105,2,8,2,57,152,20,35,25,2,7,52,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,705
2017-01-11,4,2,1,2017,56,57,119,3,7,1,54,147,23,34,36,4,11,33,0,0,38,3,0,0,1,0,0,0,0,0,0,0,0,30,3,1,661
2017-01-12,5,2,1,2017,44,61,94,2,8,2,71,151,17,33,30,2,12,40,1,1,42,1,4,0,1,0,1,0,0,0,0,0,0,24,2,0,644
2017-01-13,6,2,1,2017,63,74,115,3,6,1,58,188,27,47,48,1,9,62,1,0,45,3,5,0,0,0,2,0,0,0,0,0,0,37,4,0,799
2017-01-14,7,2,1,2017,49,80,118,2,5,3,52,136,16,32,40,3,13,26,1,1,48,3,8,0,0,0,3,0,1,0,0,0,0,38,7,0,685
2017-01-15,1,2,1,2017,42,70,127,3,5,1,43,149,13,43,30,5,17,38,0,0,34,2,0,0,0,0,0,1,0,0,0,0,0,29,4,0,656
2017-01-16,2,3,1,2017,41,68,119,1,4,0,40,165,15,32,31,5,9,43,0,0,46,3,1,0,0,0,0,0,0,1,0,0,0,21,7,0,652
2017-01-17,3,3,1,2017,61,81,89,3,4,2,43,186,23,30,28,3,10,42,0,0,52,2,7,0,1,0,0,0,0,0,0,0,0,31,6,0,704
2017-01-18,4,3,1,2017,61,68,98,4,4,1,52,166,19,28,42,2,14,66,0,1,47,4,2,0,0,0,0,0,0,0,0,0,0,24,4,0,707
2017-01-19,5,3,1,2017,63,82,105,1,6,3,51,169,14,36,39,4,6,33,0,1,47,3,11,0,0,0,3,1,0,0,0,0,0,56,4,0,738
2017-01-20,6,3,1,2017,49,94,122,3,6,2,54,186,16,42,36,11,7,47,0,0,49,2,6,0,1,0,3,0,0,0,0,0,0,45,2,0,783
2017-01-21,7,3,1,2017,45,98,139,5,3,4,49,193,18,42,31,1,21,33,0,0,51,3,6,0,1,0,1,0,0,0,0,0,0,37,5,0,786
2017-01-22,1,3,1,2017,31,80,143,5,6,1,63,169,22,35,31,5,12,33,0,1,45,2,12,1,1,0,4,0,0,0,0,0,0,33,7,0,742
2017-01-23,2,4,1,2017,63,102,128,1,4,4,46,197,11,33,30,9,14,56,1,0,54,4,0,0,2,0,1,0,0,0,0,0,0,29,0,0,789
2017-01-24,3,4,1,2017,61,99,113,1,7,1,51,182,25,27,29,4,9,43,0,0,45,1,4,0,2,0,0,0,0,0,0,0,0,28,3,0,735
2017-01-25,4,4,1,2017,59,67,118,2,10,3,48,189,19,30,44,4,13,60,0,0,52,0,0,0,0,1,0,0,1,0,0,0,0,26,2,0,748
2017-01-26,5,4,1,2017,46,51,102,5,7,2,39,170,26,34,47,3,10,43,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,33,2,0,674
2017-01-27,6,4,1,2017,71,65,121,2,8,1,60,175,17,33,47,4,14,52,0,2,40,2,3,0,1,0,1,0,0,0,0,0,0,59,5,1,784
2017-01-28,7,4,1,2017,50,91,128,3,3,1,37,169,18,34,40,4,18,44,0,2,44,1,1,0,0,0,4,0,0,0,0,0,0,35,3,0,730
2017-01-29,1,4,1,2017,29,96,118,3,7,5,39,127,18,32,37,4,11,30,0,0,24,1,7,0,0,1,3,0,1,0,0,0,0,36,4,0,633
2017-01-30,2,5,1,2017,71,82,137,3,10,1,46,171,26,32,38,4,13,52,1,0,35,2,0,0,0,1,3,0,0,0,0,0,0,24,4,0,756
2017-01-31,3,5,1,2017,58,78,99,3,9,3,48,166,19,53,31,10,10,49,0,0,52,1,4,0,1,0,0,0,0,0,0,0,0,36,4,0,734
2017-02-01,4,5,2,2017,111,66,120,4,9,5,67,179,20,39,36,6,19,50,1,1,55,1,0,1,3,0,1,2,0,0,0,0,0,38,11,0,845
2017-02-02,5,5,2,2017,76,62,103,2,4,2,41,163,17,33,32,3,9,45,1,0,41,0,0,0,0,1,1,0,0,0,0,0,0,32,2,0,670
2017-02-03,6,5,2,2017,54,65,96,1,5,4,49,151,20,26,35,5,9,43,1,1,36,2,3,0,1,0,2,0,0,0,0,0,0,58,1,0,668
2017-02-04,7,5,2,2017,32,67,112,1,3,2,43,156,19,27,48,1,7,26,2,1,43,1,1,0,0,0,1,0,1,0,0,0,0,37,7,0,638
2017-02-05,1,5,2,2017,41,77,162,3,5,3,41,166,13,37,44,0,9,22,0,1,27,1,10,0,3,0,1,0,0,0,0,0,0,23,6,0,695
2017-02-06,2,6,2,2017,75,90,132,3,5,1,45,172,18,29,36,3,10,55,0,0,50,2,0,0,0,1,1,1,0,0,0,0,0,29,3,1,762
2017-02-07,3,6,2,2017,71,73,119,2,3,4,47,159,15,26,35,6,7,47,0,0,47,0,0,0,1,1,0,0,0,0,0,0,0,25,4,0,692
2017-02-08,4,6,2,2017,59,68,112,0,3,3,58,154,19,37,20,1,8,36,1,0,48,1,1,1,1,0,1,0,0,0,0,0,0,31,3,0,666
2017-02-09,5,6,2,2017,56,65,92,2,3,2,52,158,24,25,33,3,8,40,1,1,45,2,5,2,0,1,3,0,0,0,0,0,0,39,6,0,668
2017-02-10,6,6,2,2017,65,80,133,4,7,2,61,142,23,29,44,6,10,36,0,0,49,0,2,0,0,0,2,0,0,0,0,0,0,46,3,0,744
2017-02-11,7,6,2,2017,46,83,106,5,9,1,45,179,19,43,25,5,10,42,1,0,42,4,0,0,1,1,1,0,0,0,0,0,0,27,9,0,704
2017-02-12,1,6,2,2017,38,84,154,4,6,1,39,148,16,37,26,3,8,21,0,3,52,2,2,0,0,0,1,0,0,0,0,0,0,30,2,0,677
2017-02-13,2,7,2,2017,54,90,99,5,5,1,55,169,20,29,37,4,14,40,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,29,5,0,718
2017-02-14,3,7,2,2017,45,63,132,7,7,2,64,157,18,24,31,3,9,48,1,0,59,6,2,0,2,1,2,0,0,0,0,0,0,25,3,1,712
2017-02-15,4,7,2,2017,49,68,117,3,1,2,56,151,17,31,20,4,9,40,0,3,49,7,0,0,0,1,3,0,0,0,0,0,0,39,3,0,673
2017-02-16,5,7,2,2017,50,57,109,4,7,0,44,182,19,26,40,4,14,30,0,1,39,2,1,0,0,1,1,0,1,0,0,0,0,34,5,0,671
2017-02-17,6,7,2,2017,76,95,122,4,5,5,61,192,18,30,35,6,24,54,0,0,56,1,0,0,0,1,1,0,1,0,0,0,0,42,1,0,830
2017-02-18,7,7,2,2017,44,86,151,3,7,5,57,170,17,20,29,6,26,34,0,3,46,3,0,1,0,0,4,0,0,0,0,0,0,30,5,0,747
2017-02-19,1,7,2,2017,31,97,158,3,3,2,34,166,18,26,23,2,10,25,0,0,35,0,0,0,2,0,0,0,0,1,0,0,0,29,9,0,674
2017-02-20,2,8,2,2017,45,91,132,5,3,3,45,149,33,22,32,3,19,33,1,1,52,2,0,1,0,1,2,0,0,0,0,0,0,32,3,0,710
2017-02-21,3,8,2,2017,51,69,118,3,6,2,50,164,24,25,21,7,10,28,1,1,54,2,6,1,1,0,0,1,0,0,0,0,0,29,4,0,678
2017-02-22,4,8,2,2017,52,68,139,2,5,2,63,146,14,28,22,6,17,32,4,0,54,7,5,1,1,0,4,0,0,0,0,0,0,27,4,0,703
2017-02-23,5,8,2,2017,53,76,107,4,5,2,64,123,13,24,30,3,9,23,0,0,46,0,10,0,0,0,0,0,0,0,0,0,0,58,5,0,655
2017-02-24,6,8,2,2017,54,63,115,5,0,6,48,155,18,19,25,2,17,42,0,0,53,0,0,1,1,0,0,0,0,0,0,0,0,32,4,0,660
2017-02-25,7,8,2,2017,39,72,111,2,4,5,34,124,24,24,32,1,9,28,0,1,39,2,0,0,0,0,3,0,0,0,0,0,0,40,4,0,598
2017-02-26,1,8,2,2017,35,63,133,3,2,0,51,126,14,24,27,0,7,15,0,3,26,2,2,0,0,1,1,0,0,0,0,0,0,39,2,0,576
2017-02-27,2,9,2,2017,56,57,119,1,4,5,45,143,17,31,30,1,10,29,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,31,4,0,633
2017-02-28,3,9,2,2017,65,53,111,0,4,0,31,154,20,16,30,5,13,48,0,1,43,0,2,0,1,2,1,0,0,0,0,0,0,24,7,0,631
2017-03-01,4,9,3,2017,124,54,107,6,9,8,69,148,19,23,31,2,4,36,0,0,43,0,3,0,1,0,2,1,0,0,0,0,0,41,7,0,738
2017-03-02,5,9,3,2017,61,60,107,0,6,2,55,136,16,17,22,3,15,23,0,0,45,0,5,0,0,0,0,0,0,0,0,0,0,51,4,0,628
2017-03-03,6,9,3,2017,67,67,113,3,4,1,45,163,15,24,32,4,13,25,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,46,4,0,673
2017-03-04,7,9,3,2017,44,66,123,2,5,4,36,138,19,28,24,5,10,29,0,2,40,1,5,0,0,0,1,1,0,0,0,0,0,43,7,0,633
2017-03-05,1,9,3,2017,32,86,138,5,6,2,45,146,21,32,30,4,9,22,2,0,32,0,0,0,3,0,1,0,0,0,0,0,0,39,6,0,661
2017-03-06,2,10,3,2017,54,82,129,2,1,3,44,166,19,18,30,3,4,33,0,1,49,3,1,0,0,0,1,0,0,0,0,0,0,35,5,0,683
2017-03-07,3,10,3,2017,60,63,137,3,7,0,59,156,20,17,28,3,8,31,0,0,48,3,3,1,2,0,3,1,0,0,0,0,0,27,2,0,682
2017-03-08,4,10,3,2017,67,61,127,2,10,0,51,143,15,17,21,5,16,27,0,1,54,0,4,0,0,1,2,0,1,0,0,0,0,39,3,0,667
2017-03-09,5,10,3,2017,46,77,123,3,6,3,49,155,22,22,20,2,9,36,0,2,41,0,3,0,2,1,1,1,0,0,0,0,0,47,5,0,676
2017-03-10,6,10,3,2017,57,58,106,1,8,3,57,157,15,25,26,11,10,34,0,1,45,3,1,0,0,0,1,0,0,0,0,0,0,41,6,0,666
2017-03-11,7,10,3,2017,37,82,157,1,0,3,54,136,18,21,35,2,5,25,0,12,32,3,1,1,0,0,3,1,0,0,0,0,0,27,2,0,658
2017-03-12,1,10,3,2017,41,67,118,1,5,1,52,100,10,29,15,3,7,25,0,0,33,3,0,0,0,1,2,0,1,0,0,0,0,36,3,0,553
2017-03-13,2,11,3,2017,46,43,107,0,3,4,44,123,17,17,15,5,8,32,0,1,44,3,0,0,0,0,1,1,0,0,0,0,0,22,5,0,541
2017-03-14,3,11,3,2017,62,37,88,2,3,1,41,99,13,14,14,3,7,30,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,474
2017-03-15,4,11,3,2017,58,67,110,3,2,3,44,138,7,15,25,3,6,29,3,0,44,0,4,0,0,0,0,1,0,0,0,0,0,41,3,0,606
2017-03-16,5,11,3,2017,49,65,112,3,11,4,52,151,15,23,38,7,9,30,2,0,51,2,5,0,0,0,0,0,0,0,0,0,0,36,2,1,668
2017-03-17,6,11,3,2017,52,83,111,2,5,3,54,154,25,32,33,6,11,31,0,1,59,2,0,0,0,0,1,0,0,0,0,0,0,43,1,0,709
2017-03-18,7,11,3,2017,35,101,145,4,8,1,39,139,26,32,31,3,6,26,0,0,37,1,0,0,1,2,0,1,0,0,1,0,0,30,5,0,674
2017-03-19,1,11,3,2017,36,81,141,3,4,4,41,102,14,33,14,3,15,19,0,1,50,0,3,0,0,1,2,0,0,0,0,0,0,33,4,0,604
2017-03-20,2,12,3,2017,66,81,133,4,2,5,52,138,26,32,21,3,11,33,2,0,50,1,1,0,0,0,0,0,1,0,0,0,0,29,3,0,694
2017-03-21,3,12,3,2017,51,62,127,1,9,4,49,143,21,29,22,4,15,23,0,0,45,0,1,0,0,1,1,1,0,0,0,0,0,37,3,0,649
2017-03-22,4,12,3,2017,36,73,121,1,7,1,38,147,18,31,21,5,11,38,2,2,60,1,5,0,0,2,0,0,0,0,0,0,0,26,1,0,647
2017-03-23,5,12,3,2017,53,71,130,1,5,1,45,130,27,31,33,2,6,25,0,0,47,0,7,0,1,2,1,0,0,0,0,0,0,46,1,0,665
2017-03-24,6,12,3,2017,56,86,145,1,6,2,49,162,20,33,34,3,18,43,0,0,66,1,7,0,2,0,0,0,0,0,0,0,0,42,2,0,778
2017-03-25,7,12,3,2017,33,84,145,4,9,2,53,157,12,27,29,3,10,32,0,1,46,1,1,0,1,2,0,0,1,0,1,0,0,39,2,0,695
2017-03-26,1,12,3,2017,41,98,150,4,3,0,48,157,10,26,19,4,11,22,1,0,60,1,2,1,2,0,0,0,0,0,0,0,0,36,6,0,702
2017-03-27,2,13,3,2017,60,72,134,6,9,2,53,151,12,39,29,6,11,38,0,0,59,0,1,0,0,0,1,1,0,0,0,0,0,35,3,0,722
2017-03-28,3,13,3,2017,48,74,122,5,9,4,47,151,23,28,28,4,14,28,0,0,58,0,2,0,1,2,1,0,0,0,0,0,0,23,1,0,673
2017-03-29,4,13,3,2017,50,69,116,2,5,2,54,168,16,24,23,4,4,36,0,0,52,0,2,0,1,0,1,0,0,0,1,0,0,35,3,1,669
2017-03-30,5,13,3,2017,56,85,108,2,5,0,44,166,11,27,28,6,13,29,1,1,56,8,0,1,1,1,1,0,0,0,1,0,0,35,4,0,690
2017-03-31,6,13,3,2017,64,83,129,4,6,6,61,181,26,17,30,5,11,41,1,0,56,4,1,0,1,2,0,0,0,0,0,0,0,47,1,0,777
2017-04-01,7,13,4,2017,102,97,135,4,12,11,50,193,24,29,29,4,12,36,0,1,41,1,1,2,2,0,1,0,0,0,0,0,0,29,10,0,826
2017-04-02,1,13,4,2017,32,89,156,3,6,2,48,145,16,35,27,3,5,26,1,0,49,5,0,1,2,1,2,0,0,0,0,0,0,30,6,0,690
2017-04-03,2,14,4,2017,67,83,115,2,7,3,41,159,25,35,23,3,10,27,0,0,55,2,1,0,0,0,3,0,0,0,0,0,0,31,2,0,694
2017-04-04,3,14,4,2017,58,71,133,2,2,2,76,133,23,25,26,7,13,33,1,0,62,1,0,1,0,1,3,0,0,0,0,0,0,35,4,0,712
2017-04-05,4,14,4,2017,56,55,127,3,6,0,47,153,18,24,28,2,3,38,0,0,37,1,2,0,2,0,4,1,0,0,0,0,0,21,5,0,633
2017-04-06,5,14,4,2017,47,71,112,2,6,3,45,166,22,20,30,3,8,32,2,0,60,1,3,0,1,1,0,0,0,0,0,0,0,29,4,0,668
2017-04-07,6,14,4,2017,56,87,108,3,6,1,57,163,13,28,30,4,14,35,0,1,45,3,1,1,0,0,1,0,1,0,0,0,0,43,3,0,704
2017-04-08,7,14,4,2017,50,105,151,3,4,1,40,158,14,18,26,2,18,23,0,0,39,1,0,1,0,0,0,0,0,0,0,0,0,34,7,0,695
2017-04-09,1,14,4,2017,32,99,172,4,4,4,48,158,18,23,27,2,14,25,0,0,70,5,1,0,0,1,1,0,0,0,0,0,0,43,10,0,761
2017-04-10,2,15,4,2017,77,82,112,5,2,2,60,129,14,28,30,4,8,26,1,0,56,3,0,1,0,0,4,0,0,0,0,0,0,35,3,0,682
2017-04-11,3,15,4,2017,50,65,107,2,4,1,64,178,17,24,20,5,13,24,0,0,53,1,5,1,0,1,4,0,0,0,0,0,0,59,5,0,703
2017-04-12,4,15,4,2017,61,84,127,2,4,3,54,174,19,29,28,9,15,32,0,0,52,1,1,0,2,0,1,0,0,0,0,0,0,21,7,0,726
2017-04-13,5,15,4,2017,57,79,108,2,4,2,46,160,13,24,30,4,11,25,0,0,49,0,13,0,1,0,2,0,0,0,0,0,0,28,7,0,665
2017-04-14,6,15,4,2017,63,90,135,1,8,2,57,165,20,37,33,7,16,22,1,1,59,0,2,2,1,1,0,0,0,0,0,0,0,42,8,0,773
2017-04-15,7,15,4,2017,59,106,191,2,5,4,45,167,19,36,38,12,20,31,0,0,52,0,2,1,0,0,0,0,0,1,0,0,0,24,2,0,817
2017-04-16,1,15,4,2017,25,108,187,2,8,2,52,116,15,32,19,5,16,21,0,0,43,1,1,1,0,2,2,0,1,0,0,0,0,20,7,0,686
2017-04-17,2,16,4,2017,60,78,140,5,10,3,63,160,15,28,29,3,10,41,0,0,68,2,0,0,0,0,1,0,0,0,0,0,0,28,8,0,752
2017-04-18,3,16,4,2017,40,73,137,3,2,3,60,157,22,29,26,4,13,32,2,0,63,3,15,0,3,0,4,0,0,0,0,0,0,41,2,1,735
2017-04-19,4,16,4,2017,60,77,126,4,8,2,52,180,24,37,20,3,11,50,0,0,54,1,5,0,0,1,1,0,0,0,0,0,0,37,5,0,758
2017-04-20,5,16,4,2017,42,79,113,6,5,4,43,188,22,29,18,3,18,38,1,1,61,0,2,0,0,1,0,0,1,0,0,0,0,34,4,0,713
2017-04-21,6,16,4,2017,58,64,133,2,4,4,75,195,11,28,35,1,21,58,0,0,53,2,5,1,1,3,3,0,0,0,0,0,0,56,1,0,814
2017-04-22,7,16,4,2017,41,80,150,4,5,3,54,140,16,25,26,4,9,36,0,2,58,1,1,0,0,0,1,0,1,0,0,0,0,40,4,0,701
2017-04-23,1,16,4,2017,28,73,149,1,6,1,52,156,12,44,25,5,17,23,0,0,61,4,7,0,1,1,2,0,0,0,0,0,0,31,4,0,703
2017-04-24,2,17,4,2017,54,74,151,5,10,6,43,158,21,26,30,3,20,40,0,0,58,3,1,3,2,0,1,0,1,0,0,0,0,22,4,0,736
2017-04-25,3,17,4,2017,54,84,126,3,5,3,53,180,23,26,34,5,20,32,1,0,62,1,5,1,2,0,2,1,0,0,0,0,0,31,3,0,757
2017-04-26,4,17,4,2017,39,85,160,4,5,0,56,151,14,25,21,6,19,42,1,0,73,0,0,1,1,1,1,1,0,0,0,0,0,47,5,0,758
2017-04-27,5,17,4,2017,49,60,143,4,5,1,63,176,26,21,26,3,10,28,0,0,48,1,2,0,2,0,1,1,0,0,0,0,0,42,4,0,716
2017-04-28,6,17,4,2017,58,72,166,12,13,3,48,176,21,29,36,6,20,37,0,0,61,4,10,3,2,0,0,1,0,0,0,0,0,50,4,0,832
2017-04-29,7,17,4,2017,40,83,110,2,9,1,41,140,11,24,39,5,9,28,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,27,4,0,615
2017-04-30,1,17,4,2017,30,98,121,1,5,2,48,129,20,33,28,2,13,27,0,0,56,0,2,0,0,0,2,0,0,0,0,0,0,33,6,0,656
2017-05-01,2,18,5,2017,143,68,134,2,19,10,75,183,18,30,24,3,7,45,0,1,51,1,0,0,0,1,1,1,1,0,0,0,0,32,9,1,860
2017-05-02,3,18,5,2017,62,74,119,2,8,2,52,154,11,23,27,5,11,31,1,1,62,0,0,0,2,0,1,0,0,1,0,0,0,36,4,0,689
2017-05-03,4,18,5,2017,54,71,142,3,8,6,57,165,21,34,22,4,9,41,0,0,54,0,3,0,0,1,0,1,0,0,0,0,0,40,3,0,739
2017-05-04,5,18,5,2017,54,76,141,1,6,0,39,189,22,35,15,4,7,34,1,0,59,0,1,2,0,1,2,0,0,0,0,0,0,47,5,0,741
2017-05-05,6,18,5,2017,66,81,143,5,6,5,62,161,23,26,25,6,17,37,0,0,65,1,1,0,0,3,1,1,0,0,0,0,0,50,11,1,797
2017-05-06,7,18,5,2017,42,81,153,0,7,0,42,175,22,33,34,4,13,21,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,32,4,0,713
2017-05-07,1,18,5,2017,24,79,161,4,7,1,40,141,14,32,24,6,11,20,0,0,37,5,0,0,0,0,1,0,0,0,0,0,0,13,9,0,629
2017-05-08,2,19,5,2017,59,65,120,7,5,1,54,172,24,34,22,2,8,34,1,1,41,1,0,1,1,0,2,1,0,0,0,0,0,43,6,0,705
2017-05-09,3,19,5,2017,50,64,123,1,7,4,53,170,21,28,26,4,11,39,1,1,63,2,3,1,0,0,0,0,0,0,0,0,0,34,1,0,707
2017-05-10,4,19,5,2017,47,76,105,5,2,5,51,160,25,22,26,5,8,37,0,1,55,3,1,0,0,0,1,0,0,0,0,0,0,27,1,0,663
2017-05-11,5,19,5,2017,39,76,140,1,6,1,42,176,21,24,35,3,14,45,1,2,61,1,4,0,1,0,0,0,0,0,0,0,0,38,3,0,734
2017-05-12,6,19,5,2017,59,86,141,3,8,7,68,213,22,22,32,2,12,38,0,1,73,3,2,1,1,0,2,0,2,0,0,0,0,48,1,0,847
2017-05-13,7,19,5,2017,37,95,137,10,4,1,52,161,17,21,27,3,18,30,0,1,60,1,4,2,1,2,1,0,0,0,0,0,0,36,3,0,724
2017-05-14,1,19,5,2017,30,82,174,3,6,1,48,148,19,29,32,5,19,19,0,0,55,5,5,0,1,0,1,0,0,0,0,0,0,25,5,0,712
2017-05-15,2,20,5,2017,74,94,179,5,9,1,59,201,23,33,33,4,9,40,0,1,55,1,0,1,1,0,0,0,1,0,0,0,0,44,2,0,870
2017-05-16,3,20,5,2017,41,76,159,2,4,4,45,172,17,29,33,3,20,36,0,0,62,1,0,1,0,0,0,0,0,0,0,0,0,36,6,0,747
2017-05-17,4,20,5,2017,42,93,178,3,7,2,44,189,26,28,34,3,9,31,0,0,88,5,6,1,1,1,1,2,0,0,0,0,0,36,4,0,834
2017-05-18,5,20,5,2017,62,80,159,1,9,4,47,181,21,32,24,5,9,30,0,0,67,2,4,1,0,2,2,0,0,0,0,0,0,30,3,0,775
2017-05-19,6,20,5,2017,59,83,126,3,6,4,44,193,17,29,38,1,9,46,0,1,65,0,1,2,0,0,1,0,1,0,0,0,0,45,2,0,776
2017-05-20,7,20,5,2017,40,83,107,2,3,1,46,159,21,27,29,3,8,22,0,3,54,2,7,1,0,1,1,1,0,0,0,0,0,39,3,1,664
2017-05-21,1,20,5,2017,26,101,212,4,1,1,60,155,15,29,28,4,15,29,0,2,67,2,4,0,0,0,0,0,0,0,0,0,0,35,1,0,791
2017-05-22,2,21,5,2017,56,81,141,5,12,5,53,184,25,37,23,6,15,34,0,0,72,3,1,1,0,2,4,0,0,0,0,0,0,33,4,0,797
2017-05-23,3,21,5,2017,45,65,142,3,9,4,59,168,19,32,29,5,15,34,0,0,57,2,4,0,1,1,0,0,0,0,1,0,0,39,4,0,738
2017-05-24,4,21,5,2017,44,95,114,4,3,5,49,209,20,29,26,4,11,32,1,0,64,1,7,0,0,0,3,0,0,0,0,0,0,34,6,0,761
2017-05-25,5,21,5,2017,56,79,146,4,9,3,62,174,22,30,24,4,15,31,1,2,65,3,0,0,1,0,2,0,0,0,0,0,0,29,1,0,763
2017-05-26,6,21,5,2017,47,61,133,4,3,1,66,181,21,32,30,10,12,54,0,0,51,0,5,1,0,1,1,0,1,0,0,0,0,45,7,0,767
2017-05-27,7,21,5,2017,39,100,174,5,14,2,33,174,24,27,16,15,24,38,0,1,54,2,2,0,1,0,1,0,0,1,0,0,0,51,2,0,800
2017-05-28,1,21,5,2017,29,74,183,2,7,0,59,131,22,28,19,7,13,32,1,1,50,1,0,3,1,0,1,1,0,0,0,0,0,26,14,0,705
2017-05-29,2,22,5,2017,29,92,182,5,7,4,53,151,24,32,24,6,19,32,0,0,61,4,4,0,0,1,0,0,0,0,0,0,0,34,4,0,768
2017-05-30,3,22,5,2017,53,97,160,4,7,4,61,189,16,29,34,11,18,28,0,0,68,4,2,0,0,2,5,0,0,0,0,0,0,21,1,0,814
2017-05-31,4,22,5,2017,48,90,135,2,7,2,58,158,18,27,16,6,11,41,0,0,69,1,3,0,0,0,2,0,0,1,0,0,0,38,5,0,738
2017-06-01,5,22,6,2017,127,78,128,6,25,9,62,198,17,31,16,3,16,37,1,1,72,3,0,1,0,1,2,1,0,0,0,0,0,38,10,0,883
2017-06-02,6,22,6,2017,54,93,160,1,6,2,43,207,19,29,36,3,13,44,0,0,71,2,0,2,2,0,4,0,0,0,0,0,0,45,4,1,841
2017-06-03,7,22,6,2017,43,106,191,0,10,2,48,190,17,41,32,7,18,32,0,0,45,3,6,2,1,0,0,0,0,0,0,0,0,27,2,0,823
2017-06-04,1,22,6,2017,37,105,198,6,6,1,40,166,18,43,36,3,13,29,0,1,67,3,1,2,0,0,2,0,0,0,0,0,0,35,8,0,820
2017-06-05,2,23,6,2017,58,74,129,2,5,2,37,179,19,29,35,4,10,33,1,0,80,3,0,1,2,1,1,0,0,0,0,0,0,25,6,0,736
2017-06-06,3,23,6,2017,68,99,155,4,6,1,45,198,16,30,28,4,11,37,0,0,77,2,3,1,0,1,3,0,0,0,0,0,0,33,3,0,825
2017-06-07,4,23,6,2017,62,75,147,5,6,3,43,193,25,26,35,5,17,37,0,0,69,3,4,0,1,1,1,0,0,0,0,0,0,22,6,1,787
2017-06-08,5,23,6,2017,56,87,133,5,5,4,49,190,23,32,31,8,17,37,2,2,61,3,3,1,0,1,0,0,0,0,0,0,0,17,2,0,769
