crimedate,weekday,dayofmonth,julian_date,weekno,month,quarter,year,temp,dewp,slp,visib,wdsp,mxpsd,prcp,sndp,fog,num_crimes
2015-07-25,7,25,206,30,7,3,2015,80.8,66.7,1012.1,10.0,8.2,15.0,0.0,0.0,0,831
2015-07-29,4,29,210,31,7,3,2015,83.3,65.7,1012.8,9.5,8.0,15.0,0.07,0.0,0,763
2015-08-06,5,06,218,32,8,3,2015,76.2,60.0,1013.7,10.0,7.9,12.0,0.0,0.0,0,809
2015-08-31,2,31,243,36,8,3,2015,74.8,65.4,1016.5,7.0,2.3,7.0,0.0,0.0,0,745
2015-09-02,4,02,245,36,9,3,2015,82.2,69.0,1015.4,9.8,7.6,12.0,0.0,0.0,0,801
2015-09-09,4,09,252,37,9,3,2015,72.4,61.2,1013.6,9.8,6.2,12.0,1.01,0.0,0,711
2015-09-11,6,11,254,37,9,3,2015,63.4,56.0,1013.9,9.7,7.2,18.1,0.22,0.0,0,691
2015-09-12,7,12,255,37,9,3,2015,59.2,46.0,1016.8,9.8,10.5,15.9,0.24,0.0,0,724
2015-09-15,3,15,258,38,9,3,2015,73.7,52.0,1020.7,10.0,10.2,15.0,0.0,0.0,0,811
2015-09-21,2,21,264,39,9,3,2015,64.5,48.8,1020.1,10.0,5.6,9.9,0.0,0.0,0,735
2015-09-29,3,29,272,40,9,3,2015,67.6,58.6,1014.5,9.8,9.3,19.0,0.0,0.0,0,669
2015-10-05,2,05,278,41,10,4,2015,58.4,53.2,1021.4,7.4,7.4,12.0,0.0,0.0,0,755
2015-10-07,4,07,280,41,10,4,2015,62.3,53.8,1019.7,8.5,5.5,12.0,0.0,0.0,0,718
2015-10-14,4,14,287,42,10,4,2015,54.4,38.7,1013.6,10.0,6.6,9.9,0.0,0.0,0,764
2015-10-22,5,22,295,43,10,4,2015,61.2,48.1,1022.3,10.0,7.5,9.9,0.0,0.0,0,774
2015-10-26,2,26,299,44,10,4,2015,52.2,37.6,1028.5,10.0,4.8,9.9,0.0,0.0,0,779
2015-10-28,4,28,301,44,10,4,2015,53.8,49.5,1001.0,4.8,11.9,22.0,0.48,0.0,0,682
2015-11-10,3,10,314,46,11,4,2015,48.9,33.4,1019.7,10.0,3.5,7.0,0.0,0.0,0,640
2015-11-29,1,29,333,48,11,4,2015,36.8,27.7,1028.4,10.0,6.9,9.9,0.0,0.0,0,612
2015-12-01,3,01,335,49,12,4,2015,43.5,35.8,1011.2,6.6,9.6,18.1,0.3,0.0,0,795
2015-12-06,1,06,340,49,12,4,2015,38.7,31.2,1028.2,8.8,5.2,8.0,0.0,0.0,0,687
2015-12-11,6,11,345,50,12,4,2015,49.1,34.3,1006.8,10.0,8.3,13.0,0.0,0.0,0,742
2015-12-19,7,19,353,51,12,4,2015,25.3,12.1,1026.1,9.7,10.7,15.0,0.0,0.0,0,666
2015-12-22,3,22,356,52,12,4,2015,41.6,37.0,1010.4,5.3,6.9,12.0,0.3,0.0,0,694
2015-12-27,1,27,361,52,12,4,2015,41.2,35.4,1022.3,7.0,14.5,20.0,0.39,0.0,0,627
2015-12-29,3,29,363,53,12,4,2015,35.5,30.3,1010.2,8.1,12.9,18.1,1.82,0.0,0,624
2015-12-31,5,31,365,53,12,4,2015,28.5,20.4,1024.9,9.0,8.4,11.1,0.0,3.1,0,610
2015-04-17,6,17,107,16,4,2,2015,62.4,45.9,1017.9,9.1,3.8,8.0,0.0,0.0,0,785
2019-01-02,4,02,2,1,1,1,2019,29.5,25.7,1023.2,6.5,6.7,15.9,0.0,0.0,0,654
2019-02-06,4,06,37,6,2,1,2019,34.5,32.7,1014.1,5.0,6.3,14.0,0.26,0.0,1,636
2019-01-19,7,19,19,3,1,1,2019,27.6,23.9,1018.5,4.7,16.4,22.9,0.03,5.9,0,519
2019-08-13,3,13,225,33,8,3,2019,76.1,70.4,1008.7,6.4,5.4,12.0,0.54,0.0,0,762
2019-02-18,2,18,49,8,2,1,2019,26.8,21.9,1024.4,4.6,6.6,11.1,0.11,3.1,0,590
2019-11-30,7,30,334,48,11,4,2019,38.5,34.5,1014.7,6.5,11.3,18.1,0.02,0.0,0,663
2019-01-28,2,28,28,5,1,1,2019,20.4,14.7,1009.7,4.3,11.6,19.0,0.15,7.1,1,521
2019-04-14,1,14,104,15,4,2,2019,37.1,29.8,1012.8,5.1,14.6,21.0,0.05,3.1,1,536
2019-12-30,2,30,364,1,12,4,2019,39.0,34.0,998.6,8.2,13.7,22.9,0.85,0.0,0,615
2019-02-12,3,12,43,7,2,1,2019,31.6,29.8,1008.0,3.0,11.1,19.0,0.44,1.2,0,665
2019-10-31,5,31,304,44,10,4,2019,36.0,33.8,1010.4,2.0,14.2,19.0,0.49,2.0,1,588
2019-01-29,3,29,29,5,1,1,2019,6.4,-1.8,1015.1,7.5,14.8,20.0,0.1,5.9,0,494
2019-02-23,7,23,54,8,2,1,2019,35.6,30.1,1020.7,7.0,7.7,9.9,0.0,0.0,0,647
2019-11-27,4,27,331,48,11,4,2019,45.8,39.6,1000.7,7.7,18.3,33.0,0.49,0.0,0,637
2019-09-15,1,15,258,37,9,3,2019,71.6,63.1,1017.4,9.2,9.3,15.0,0.0,0.0,0,783
2019-04-18,5,18,108,16,4,2,2019,58.6,51.7,1001.6,8.0,10.9,19.0,0.08,0.0,0,627
2019-02-13,4,13,44,7,2,1,2019,20.6,14.2,1014.3,6.8,16.7,22.9,0.01,1.2,0,643
2019-10-29,3,29,302,44,10,4,2019,42.3,38.0,1021.1,6.3,7.4,17.1,0.11,0.0,0,635
2019-04-15,2,15,105,16,4,2,2019,39.9,29.3,1016.4,8.4,7.8,12.0,0.4,1.2,0,722
2019-06-18,3,18,169,25,6,2,2019,65.1,57.4,1013.6,6.8,4.1,8.0,0.0,0.0,1,716
2019-08-12,2,12,224,33,8,3,2019,77.3,71.6,1011.2,8.0,4.4,15.0,0.0,0.0,0,709
2019-11-18,2,18,322,47,11,4,2019,37.9,33.7,1010.2,5.9,5.4,8.0,0.0,0.0,0,682
2019-11-29,6,29,333,48,11,4,2019,37.2,33.8,1028.7,7.9,4.4,8.0,0.01,0.0,0,648
2019-04-19,6,19,109,16,4,2,2019,44.5,34.7,1009.4,9.9,18.2,26.0,0.44,0.0,0,650
2019-01-17,5,17,17,3,1,1,2019,31.5,24.7,1022.1,7.5,5.4,11.1,0.0,1.2,0,653
2019-11-19,3,19,323,47,11,4,2019,38.3,32.9,1009.1,7.4,4.2,8.9,0.0,0.0,0,683
2019-09-29,1,29,272,39,9,3,2019,64.1,60.7,1020.9,8.3,9.0,13.0,0.73,0.0,0,712
2019-05-02,5,02,122,18,5,2,2019,45.8,43.7,1019.2,4.6,7.6,12.0,0.04,0.0,0,698
2019-07-03,4,03,184,27,7,3,2019,77.3,70.4,1011.3,9.4,6.0,19.0,1.34,0.0,0,806
2019-01-22,3,22,22,4,1,1,2019,20.3,10.0,1026.1,7.7,10.4,14.0,0.0,5.1,0,624
2019-02-11,2,11,42,7,2,1,2019,29.6,25.8,1022.2,5.5,7.9,15.0,0.04,1.2,0,625
2019-10-21,2,21,294,43,10,4,2019,58.3,51.6,1004.3,7.2,12.3,24.1,0.0,0.0,1,711
2019-05-28,3,28,148,22,5,2,2019,65.7,61.0,1005.5,9.5,7.9,24.1,1.28,0.0,0,747
2019-07-29,2,29,210,31,7,3,2019,77.5,68.4,1011.3,9.6,9.8,14.0,0.0,0.0,0,815
2019-02-01,6,01,32,5,2,1,2019,9.2,2.6,1028.9,6.3,4.3,6.0,0.03,7.1,0,773
2019-05-07,3,07,127,19,5,2,2019,47.4,41.9,1022.1,8.3,10.9,17.1,0.41,0.0,0,700
2019-03-30,7,30,89,13,3,1,2019,40.2,32.9,1013.2,7.3,11.3,20.0,0.61,0.0,0,663
2019-03-20,4,20,79,12,3,1,2019,42.5,33.5,1020.4,7.7,7.7,13.0,0.0,0.0,0,691
2019-03-09,7,09,68,10,3,1,2019,35.0,28.7,1016.1,7.8,10.5,21.0,0.0,0.0,0,617
2019-03-03,1,03,62,9,3,1,2019,23.8,10.4,1024.6,10.0,9.3,13.0,0.0,0.0,0,551
2019-10-02,4,02,275,40,10,4,2019,68.3,63.0,1011.5,7.2,8.6,12.0,0.0,0.0,0,729
2019-10-20,1,20,293,42,10,4,2019,56.7,48.1,1010.4,9.8,5.6,9.9,0.0,0.0,0,720
2019-01-16,4,16,16,3,1,1,2019,32.4,25.2,1022.9,7.9,8.8,15.0,0.0,2.0,0,699
2019-04-27,7,27,117,17,4,2,2019,42.9,30.2,1013.0,7.1,9.8,21.0,0.03,1.2,1,629
2019-02-10,1,10,41,6,2,1,2019,24.9,16.4,1034.5,8.4,6.6,9.9,0.0,1.2,0,638
2019-04-11,5,11,101,15,4,2,2019,45.6,35.7,1007.5,10.0,15.8,22.0,0.06,0.0,0,747
2019-04-23,3,23,113,17,4,2,2019,59.1,49.0,1014.0,9.5,9.6,15.9,0.19,0.0,0,742
2019-04-12,6,12,102,15,4,2,2019,50.6,36.2,1005.1,9.2,14.9,26.0,0.47,0.0,0,778
2019-09-16,2,16,259,38,9,3,2019,72.2,67.5,1017.8,8.6,5.1,8.9,0.15,0.0,0,806
2019-10-26,7,26,299,43,10,4,2019,44.9,39.9,1017.3,8.0,7.4,18.1,0.0,0.0,0,558
2019-01-11,6,11,11,2,1,1,2019,26.7,18.2,1029.6,9.5,4.4,9.9,0.0,0.0,0,784
2019-03-13,4,13,72,11,3,1,2019,47.1,37.5,1013.6,9.0,10.7,15.0,0.15,0.0,0,688
2019-07-07,1,07,188,27,7,3,2019,72.0,59.7,1016.0,10.0,11.8,17.1,0.0,0.0,0,775
2019-12-24,3,24,358,52,12,4,2019,40.8,34.7,1018.3,6.8,4.7,11.1,0.0,0.0,1,623
2019-06-01,7,01,152,22,6,2,2019,71.4,61.1,1008.1,10.0,8.6,22.9,0.0,0.0,0,919
2019-06-23,1,23,174,25,6,2,2019,74.2,64.9,1012.0,9.8,8.9,15.0,0.12,0.0,0,808
2019-05-19,1,19,139,20,5,2,2019,66.1,59.2,1003.3,9.5,10.7,25.1,0.47,0.0,0,774
2019-06-17,2,17,168,25,6,2,2019,59.8,54.6,1014.6,9.0,6.7,11.1,0.09,0.0,0,752
2019-03-10,1,10,69,10,3,1,2019,37.9,32.6,1008.5,8.9,18.2,28.9,0.37,0.0,0,612
2019-01-21,2,21,21,4,1,1,2019,10.9,-0.2,1034.9,8.6,7.9,15.0,0.0,5.9,0,556
2019-11-02,7,02,306,44,11,4,2019,39.5,31.5,1020.7,8.5,10.3,17.1,0.0,0.0,0,664
2019-06-15,7,15,166,24,6,2,2019,67.4,58.9,1008.8,9.0,9.5,17.1,0.04,0.0,0,831
2019-09-23,2,23,266,39,9,3,2019,68.8,58.2,1013.7,9.8,9.5,15.0,0.5,0.0,0,766
2019-12-15,1,15,349,50,12,4,2019,24.8,15.1,1017.3,9.8,7.8,14.0,0.0,0.0,0,655
2019-09-30,2,30,273,40,9,3,2019,73.9,67.4,1016.3,7.0,6.6,15.9,0.1,0.0,1,752
2019-01-01,3,01,1,1,1,1,2019,32.6,29.4,1019.8,7.7,9.1,19.0,0.66,0.0,0,1053
2019-08-26,2,26,238,35,8,3,2019,72.2,64.1,1009.9,9.6,9.4,15.0,0.13,0.0,0,729
2019-12-14,7,14,348,50,12,4,2019,34.2,28.0,1008.2,8.8,5.1,15.0,0.0,0.0,0,682
2019-07-17,4,17,198,29,7,3,2019,81.6,72.5,1011.1,9.7,4.3,9.9,0.08,0.0,0,803
2019-01-13,1,13,13,2,1,1,2019,30.3,24.1,1028.9,6.9,13.3,17.1,0.07,3.1,0,573
2019-01-18,6,18,18,3,1,1,2019,31.5,24.2,1021.1,9.0,7.9,17.1,0.0,1.2,0,667
2019-12-17,3,17,351,51,12,4,2019,26.6,18.9,1020.9,9.9,10.2,18.1,0.0,0.0,0,670
2019-01-14,2,14,14,3,1,1,2019,26.2,20.4,1029.2,9.2,7.0,12.0,0.0,3.1,0,635
2019-02-02,7,02,33,5,2,1,2019,26.6,22.0,1021.6,7.5,8.6,12.0,0.0,3.9,0,723
2019-04-29,2,29,119,18,4,2,2019,46.8,39.7,1018.5,8.2,9.6,20.0,0.4,0.0,0,717
2019-06-12,4,12,163,24,6,2,2019,69.5,48.3,1012.9,9.8,9.0,12.0,0.0,0.0,0,715
2019-09-06,6,06,249,36,9,3,2019,68.4,58.4,1013.6,10.0,8.8,15.0,0.0,0.0,0,772
2019-10-16,4,16,289,42,10,4,2019,49.5,36.7,1011.5,10.0,13.8,21.0,0.01,0.0,0,741
2019-08-27,3,27,239,35,8,3,2019,72.9,63.3,1007.9,10.0,9.7,15.9,0.45,0.0,0,732
2019-10-11,6,11,284,41,10,4,2019,60.0,54.8,1012.0,8.9,11.1,17.1,0.11,0.0,0,728
2019-08-14,4,14,226,33,8,3,2019,73.8,67.3,1012.1,9.6,5.3,17.1,0.23,0.0,0,793
2019-09-17,3,17,260,38,9,3,2019,70.3,64.7,1020.0,7.5,6.9,9.9,0.0,0.0,0,777
2019-11-14,5,14,318,46,11,4,2019,28.4,20.3,1023.0,9.2,7.1,11.1,0.0,2.0,0,578
2019-08-17,7,17,229,33,8,3,2019,74.7,68.0,1011.2,10.0,5.3,8.9,0.0,0.0,0,811
2019-07-18,5,18,199,29,7,3,2019,79.2,73.5,1009.8,8.7,8.5,18.1,0.28,0.0,0,760
2019-01-31,5,31,31,5,1,1,2019,-12.5,-22.2,1032.8,9.1,7.7,12.0,0.0,5.9,0,458
2019-08-08,5,08,220,32,8,3,2019,80.2,60.1,1008.5,10.0,10.1,17.1,0.0,0.0,0,818
2019-03-26,3,26,85,13,3,1,2019,36.1,13.6,1031.0,10.0,6.4,14.0,0.0,0.0,0,671
2019-04-22,2,22,112,17,4,2,2019,68.4,42.2,1015.8,10.0,10.5,20.0,0.0,0.0,0,735
2019-06-07,6,07,158,23,6,2,2019,67.3,57.4,1013.5,9.3,7.9,15.0,0.0,0.0,0,823
2019-05-16,5,16,136,20,5,2,2019,67.0,54.9,1009.7,9.8,8.0,13.0,0.0,0.0,0,740
2019-11-06,4,06,310,45,11,4,2019,40.9,25.3,1026.5,10.0,8.4,19.0,0.0,0.0,0,661
2019-12-06,6,06,340,49,12,4,2019,39.2,29.3,1020.8,10.0,9.6,17.1,0.0,0.0,0,736
2019-06-25,3,25,176,26,6,2,2019,74.0,60.1,1008.7,10.0,11.4,22.0,0.05,0.0,0,784
2019-06-30,1,30,181,26,6,2,2019,78.4,66.3,1015.8,9.7,5.7,25.1,0.0,0.0,0,804
2019-04-02,3,02,92,14,4,2,2019,44.9,30.2,1017.4,9.8,12.9,21.0,0.0,0.0,0,658
2019-01-27,1,27,27,4,1,1,2019,5.5,-2.1,1020.7,8.3,6.3,11.1,0.03,5.9,0,522
2019-01-30,4,30,30,5,1,1,2019,-13.5,-24.6,1025.1,10.0,15.8,19.0,0.0,5.9,0,341
2019-10-10,5,10,283,41,10,4,2019,62.9,52.5,1017.4,9.9,7.0,13.0,0.0,0.0,0,645
2019-01-10,5,10,10,2,1,1,2019,19.4,8.2,1030.8,10.0,6.8,13.0,0.0,0.0,0,686
2019-01-26,7,26,26,4,1,1,2019,4.6,-3.6,1023.5,8.8,6.1,12.0,0.0,5.1,0,531
2019-01-06,1,06,6,1,1,1,2019,40.2,32.3,1021.6,10.0,9.5,17.1,0.0,0.0,0,664
2019-02-26,3,26,57,9,2,1,2019,21.5,8.9,1033.2,9.6,9.4,15.0,0.0,0.0,0,608
2019-03-17,1,17,76,11,3,1,2019,36.0,22.3,1025.3,9.9,6.2,15.0,0.0,0.0,0,612
2019-12-09,2,09,343,50,12,4,2019,47.2,43.9,1002.9,5.9,9.1,22.9,0.01,0.0,0,705
2019-10-19,7,19,292,42,10,4,2019,56.3,40.2,1010.5,10.0,7.7,12.0,0.0,0.0,0,717
2019-08-01,5,01,213,31,8,3,2019,71.0,55.3,1021.0,10.0,5.5,11.1,0.0,0.0,0,907
2019-08-02,6,02,214,31,8,3,2019,74.2,57.2,1020.0,10.0,5.6,9.9,0.0,0.0,0,881
2019-08-22,5,22,234,34,8,3,2019,74.3,62.2,1014.5,10.0,8.0,15.9,0.0,0.0,0,754
2019-10-17,5,17,290,42,10,4,2019,47.0,36.4,1016.9,10.0,5.3,8.9,0.0,0.0,0,676
2019-12-23,2,23,357,52,12,4,2019,42.8,31.8,1019.3,10.0,7.5,13.0,0.0,0.0,0,687
2019-01-04,6,04,4,1,1,1,2019,37.9,28.0,1010.7,10.0,8.4,13.0,0.0,0.0,0,768
2019-08-28,4,28,240,35,8,3,2019,69.6,52.5,1012.4,10.0,11.8,19.0,0.0,0.0,0,752
2019-12-21,7,21,355,51,12,4,2019,39.0,28.5,1028.4,9.8,7.3,11.1,0.0,0.0,0,746
2019-04-24,4,24,114,17,4,2,2019,53.9,37.8,1015.9,10.0,4.9,11.1,0.0,0.0,0,702
2019-08-05,2,05,217,32,8,3,2019,80.1,65.3,1013.6,10.0,5.7,14.0,0.0,0.0,0,808
2019-08-07,4,07,219,32,8,3,2019,77.8,63.4,1009.2,10.0,5.9,14.0,0.0,0.0,0,778
2019-12-04,4,04,338,49,12,4,2019,37.6,28.4,1005.2,10.0,11.4,19.0,0.0,0.0,0,746
2019-12-19,5,19,353,51,12,4,2019,24.3,9.6,1027.4,9.9,9.0,15.0,0.0,0.0,0,683
2019-03-27,4,27,86,13,3,1,2019,42.8,18.4,1026.9,10.0,7.8,15.9,0.0,0.0,0,698
2019-04-01,2,01,91,14,4,2,2019,36.5,20.1,1026.5,10.0,9.6,20.0,0.0,0.0,0,790
2019-08-10,7,10,222,32,8,3,2019,75.0,56.8,1014.8,10.0,5.3,11.1,0.0,0.0,0,799
2019-09-21,7,21,264,38,9,3,2019,76.6,67.9,1017.7,10.0,9.0,15.9,0.0,0.0,0,757
2019-02-15,6,15,46,7,2,1,2019,23.7,14.8,1010.1,9.3,12.9,20.0,0.0,0.0,0,739
2019-04-03,4,03,93,14,4,2,2019,47.0,28.4,1022.2,10.0,8.9,15.0,0.0,0.0,0,680
2019-06-27,5,27,178,26,6,2,2019,77.9,67.0,1018.8,10.0,6.8,11.1,0.16,0.0,0,750
2019-08-03,7,03,215,31,8,3,2019,76.5,60.2,1017.8,10.0,4.0,8.9,0.0,0.0,0,869
2019-06-08,7,08,159,23,6,2,2019,68.6,53.8,1014.4,10.0,9.2,14.0,0.0,0.0,0,887
2019-07-25,5,25,206,30,7,3,2019,74.3,53.3,1020.9,10.0,4.7,8.9,0.0,0.0,0,799
2019-04-08,2,08,98,15,4,2,2019,62.7,47.2,1010.0,10.0,6.9,19.0,0.08,0.0,0,744
2019-11-16,7,16,320,46,11,4,2019,34.7,27.3,1029.9,9.4,5.0,11.1,0.0,1.2,0,663
2019-04-25,5,25,115,17,4,2,2019,57.7,37.7,1008.7,10.0,3.5,8.9,0.0,0.0,0,766
2019-08-16,6,16,228,33,8,3,2019,73.2,62.5,1012.9,10.0,7.4,15.9,0.0,0.0,0,774
2019-12-26,5,26,360,52,12,4,2019,56.3,48.8,1013.0,10.0,10.3,14.0,0.0,0.0,0,608
2019-05-13,2,13,133,20,5,2,2019,50.4,38.6,1012.5,9.9,7.8,14.0,0.08,0.0,0,790
2019-06-14,6,14,165,24,6,2,2019,66.0,44.2,1014.8,10.0,10.6,22.0,0.02,0.0,0,806
2019-02-25,2,25,56,9,2,1,2019,15.6,-0.1,1028.2,10.0,12.9,25.1,0.01,0.0,0,595
2019-03-06,4,06,65,10,3,1,2019,18.1,2.9,1027.3,10.0,11.8,18.1,0.0,0.0,0,629
2019-07-30,3,30,211,31,7,3,2019,73.3,64.3,1014.1,10.0,6.3,11.1,0.68,0.0,0,776
2019-10-13,1,13,286,41,10,4,2019,48.1,32.4,1010.8,10.0,12.2,20.0,0.0,0.0,0,697
2019-11-08,6,08,312,45,11,4,2019,24.6,8.0,1032.9,10.0,7.6,13.0,0.0,0.0,0,680
2019-04-17,4,17,107,16,4,2,2019,57.9,47.2,1010.9,8.8,8.5,17.1,0.0,0.0,0,691
2019-07-31,4,31,212,31,7,3,2019,70.3,56.1,1019.9,10.0,8.5,13.0,0.0,0.0,0,713
2019-11-17,1,17,321,46,11,4,2019,34.2,26.6,1019.6,10.0,6.2,9.9,0.0,0.0,0,701
2019-07-13,7,13,194,28,7,3,2019,82.4,65.4,1013.5,10.0,8.7,15.0,0.0,0.0,0,893
2019-11-04,2,04,308,45,11,4,2019,48.6,34.8,1014.2,10.0,9.8,13.0,0.0,0.0,0,671
2019-02-22,6,22,53,8,2,1,2019,30.4,20.4,1029.7,9.7,6.0,11.1,0.0,0.0,0,712
2019-03-16,7,16,75,11,3,1,2019,35.5,20.6,1025.5,10.0,10.3,15.9,0.0,0.0,0,766
2019-07-05,6,05,186,27,7,3,2019,82.8,71.5,1013.8,9.3,6.4,11.1,0.0,0.0,0,891
2019-08-24,7,24,236,34,8,3,2019,69.4,52.3,1023.3,10.0,8.7,13.0,0.0,0.0,0,818
2019-10-07,2,07,280,41,10,4,2019,60.1,43.3,1021.0,10.0,7.0,12.0,0.0,0.0,0,745
2019-11-05,3,05,309,45,11,4,2019,39.1,25.3,1023.6,10.0,9.2,15.9,0.0,0.0,0,635
2019-04-16,3,16,106,16,4,2,2019,57.8,42.6,1013.7,10.0,9.4,14.0,0.0,0.0,0,708
2019-09-18,4,18,261,38,9,3,2019,72.6,61.4,1018.9,10.0,7.1,9.9,0.0,0.0,0,755
2019-06-29,7,29,180,26,6,2,2019,80.4,68.0,1017.5,10.0,5.7,11.1,0.45,0.0,0,864
2019-07-15,2,15,196,29,7,3,2019,82.3,67.0,1016.2,10.0,10.0,19.0,0.0,0.0,0,822
2019-07-26,6,26,207,30,7,3,2019,76.7,60.4,1020.9,10.0,7.9,15.0,0.0,0.0,0,816
2019-12-05,5,05,339,49,12,4,2019,36.8,28.0,1015.7,10.0,5.3,9.9,0.0,0.0,0,700
2019-07-11,5,11,192,28,7,3,2019,78.7,62.5,1011.5,10.0,7.8,12.0,0.0,0.0,0,764
2019-09-11,4,11,254,37,9,3,2019,81.6,71.7,1017.4,9.8,7.9,17.1,0.0,0.0,0,749
2019-12-22,1,22,356,51,12,4,2019,40.4,29.9,1024.9,10.0,7.7,11.1,0.0,0.0,0,680
2019-06-03,2,03,154,23,6,2,2019,58.9,40.0,1018.4,10.0,7.8,9.9,0.0,0.0,0,707
2019-08-30,6,30,242,35,8,3,2019,70.8,53.7,1016.6,10.0,7.0,14.0,0.0,0.0,0,766
2019-06-11,3,11,162,24,6,2,2019,69.9,43.5,1020.0,10.0,6.8,12.0,0.0,0.0,0,776
2019-09-19,5,19,262,38,9,3,2019,74.3,58.0,1017.5,10.0,5.8,8.9,0.0,0.0,0,790
2019-01-05,7,05,5,1,1,1,2019,39.8,32.4,1009.9,10.0,6.8,13.0,0.0,0.0,0,792
2019-03-23,7,23,82,12,3,1,2019,37.9,24.9,1026.3,10.0,3.6,8.9,0.0,0.0,0,690
2019-09-10,3,10,253,37,9,3,2019,79.4,67.8,1016.9,10.0,10.0,17.1,0.01,0.0,0,721
2019-09-26,5,26,269,39,9,3,2019,66.8,45.8,1012.0,10.0,9.3,12.0,0.0,0.0,0,710
2019-10-05,7,05,278,40,10,4,2019,56.0,46.0,1021.5,9.6,8.9,13.0,0.0,0.0,0,723
2019-05-31,6,31,151,22,5,2,2019,71.4,57.9,1009.7,10.0,6.9,15.0,0.0,0.0,0,832
2019-09-08,1,08,251,36,9,3,2019,66.1,55.9,1018.1,10.0,8.2,11.1,0.0,0.0,0,720
2019-04-13,7,13,103,15,4,2,2019,44.3,24.4,1017.7,10.0,11.2,14.0,0.13,0.0,0,754
2019-09-02,2,02,245,36,9,3,2019,71.3,62.2,1018.0,8.4,3.8,8.0,0.67,0.0,0,777
2019-03-04,2,04,63,10,3,1,2019,6.6,-6.9,1025.1,10.0,12.6,17.1,0.0,0.0,0,544
2019-08-04,1,04,216,31,8,3,2019,79.4,62.2,1015.9,10.0,5.1,8.9,0.0,0.0,0,842
2019-05-08,4,08,128,19,5,2,2019,53.7,41.7,1018.6,10.0,10.8,17.1,0.1,0.0,0,759
2019-07-19,6,19,200,29,7,3,2019,86.5,77.9,1008.1,10.0,10.4,15.0,1.43,0.0,0,801
2019-03-18,2,18,77,12,3,1,2019,36.1,23.6,1028.1,9.8,6.1,13.0,0.0,0.0,0,651
2019-12-12,5,12,346,50,12,4,2019,30.1,19.1,1028.4,9.4,9.6,18.1,0.0,0.0,0,656
2019-03-19,3,19,78,12,3,1,2019,39.8,23.8,1029.2,10.0,6.7,12.0,0.0,0.0,0,643
2019-05-14,3,14,134,20,5,2,2019,55.7,36.8,1016.4,10.0,4.0,13.0,0.0,0.0,0,719
2019-10-09,4,09,282,41,10,4,2019,61.7,45.0,1020.4,10.0,7.5,12.0,0.0,0.0,0,732
2019-11-09,7,09,313,45,11,4,2019,34.8,17.6,1019.3,10.0,10.1,15.0,0.0,0.0,0,710
2019-12-20,6,20,354,51,12,4,2019,31.3,24.7,1030.3,6.9,3.7,7.0,0.0,0.0,0,724
2019-10-08,3,08,281,41,10,4,2019,59.8,43.0,1022.5,10.0,3.0,8.0,0.0,0.0,0,711
2019-03-11,2,11,70,11,3,1,2019,33.3,19.0,1027.4,10.0,9.9,15.0,0.0,0.0,0,700
2019-07-01,2,01,182,27,7,3,2019,79.2,69.1,1014.4,10.0,6.9,9.9,0.26,0.0,0,904
2019-07-09,3,09,190,28,7,3,2019,76.8,59.7,1015.4,9.8,5.5,9.9,0.0,0.0,0,743
2019-10-18,6,18,291,42,10,4,2019,49.2,38.7,1017.4,10.0,4.8,11.1,0.0,0.0,0,704
2019-05-06,2,06,126,19,5,2,2019,60.7,47.3,1014.0,10.0,7.0,14.0,0.0,0.0,0,790
2019-08-09,6,09,221,32,8,3,2019,73.8,54.6,1012.7,10.0,5.2,8.9,0.0,0.0,0,795
2019-11-25,2,25,329,48,11,4,2019,45.5,36.8,1003.1,10.0,7.3,12.0,0.0,0.0,0,691
2019-05-09,5,09,129,19,5,2,2019,63.2,56.4,1006.6,7.3,10.6,17.1,0.38,0.0,0,737
2019-02-07,5,07,38,6,2,1,2019,35.9,34.6,1010.5,3.9,8.6,22.0,0.33,0.0,1,670
2019-09-28,7,28,271,39,9,3,2019,63.6,61.2,1015.3,5.7,9.3,17.1,1.54,0.0,0,699
2019-05-01,4,01,121,18,5,2,2019,52.9,50.6,1014.9,6.8,9.1,19.0,1.29,0.0,0,810
2019-03-15,6,15,74,11,3,1,2019,38.6,33.3,1008.6,8.3,15.7,22.9,0.32,0.0,0,734
2019-05-22,4,22,142,21,5,2,2019,63.9,52.1,1011.9,9.0,12.8,20.0,0.79,0.0,0,772
2019-04-30,3,30,120,18,4,2,2019,46.1,44.0,1022.5,5.4,7.8,15.9,1.14,0.0,0,729
2019-11-11,2,11,315,46,11,4,2019,30.5,25.7,1022.2,5.4,13.4,21.0,0.13,2.0,1,494
2019-06-16,1,16,167,24,6,2,2019,59.9,57.4,1009.4,4.8,5.7,13.0,0.2,0.0,1,721
2019-11-20,4,20,324,47,11,4,2019,42.5,37.6,1020.1,5.2,4.2,8.9,0.03,0.0,0,729
2019-06-09,1,09,160,23,6,2,2019,69.7,60.3,1013.2,9.0,6.8,9.9,0.0,0.0,0,805
2019-06-20,5,20,171,25,6,2,2019,60.4,57.1,1005.0,6.5,10.6,15.0,0.5,0.0,0,732
2019-06-24,2,24,175,26,6,2,2019,73.2,68.5,1003.1,9.9,9.4,19.0,0.13,0.0,0,810
2019-01-12,7,12,12,2,1,1,2019,30.3,24.3,1027.6,5.6,8.0,14.0,0.0,3.1,1,672
