crimedate,weekday,dayofmonth,julian_date,weekno,month,quarter,year,temp,dewp,slp,visib,wdsp,mxpsd,prcp,sndp,fog,num_crimes
2016-10-31,2,31,305,44,10,4,2016,50.4,40.8,1020.4,10.0,6.9,12.0,0.0,0.0,0,867
2016-07-09,7,09,191,27,7,3,2016,74.5,58.0,1013.8,10.0,9.9,14.0,0.0,0.0,0,729
2016-12-14,4,14,349,50,12,4,2016,11.7,-0.6,1024.8,10.0,10.7,18.1,0.0,3.1,0,610
2016-02-17,4,17,48,7,2,1,2016,30.8,20.9,1021.5,7.7,5.9,8.9,0.03,1.2,0,640
2016-11-10,5,10,315,45,11,4,2016,51.3,33.3,1020.2,10.0,10.8,22.9,0.0,0.0,0,723
2016-04-27,4,27,118,17,4,2,2016,46.4,39.0,1012.9,9.2,14.1,21.0,0.0,0.0,0,661
2016-10-30,1,30,304,43,10,4,2016,56.2,48.5,1019.1,9.5,10.1,18.1,0.3,0.0,0,785
2016-08-12,6,12,225,32,8,3,2016,81.5,73.6,1009.3,9.1,6.6,18.1,0.0,0.0,1,745
2016-04-25,2,25,116,17,4,2,2016,72.6,51.2,1006.3,10.0,12.0,19.0,0.0,0.0,0,758
2016-10-25,3,25,299,43,10,4,2016,48.5,36.3,1030.0,10.0,5.3,12.0,0.0,0.0,0,736
2016-07-19,3,19,201,29,7,3,2016,79.6,63.8,1021.5,10.0,4.0,11.1,0.01,0.0,0,791
2016-03-27,1,27,87,12,3,1,2016,50.2,37.9,1015.2,9.6,7.2,15.9,0.0,0.0,0,631
2016-01-05,3,05,5,1,1,1,2016,27.5,16.9,1034.6,10.0,8.3,13.0,0.0,1.2,0,627
2016-10-05,4,05,279,40,10,4,2016,72.2,57.4,1013.4,10.0,9.4,14.0,0.0,0.0,0,804
2016-09-23,6,23,267,38,9,3,2016,74.0,65.5,1017.0,8.8,6.5,12.0,0.0,0.0,0,843
2016-10-16,1,16,290,41,10,4,2016,69.4,62.5,1012.1,8.6,7.8,14.0,0.54,0.0,0,789
2016-04-18,2,18,109,16,4,2,2016,68.2,38.1,1025.3,10.0,4.8,11.1,0.0,0.0,0,738
2016-10-10,2,10,284,41,10,4,2016,59.8,44.9,1026.7,10.0,5.6,8.0,0.0,0.0,0,723
2016-02-18,5,18,49,7,2,1,2016,32.5,21.3,1027.8,9.9,9.5,22.0,0.0,0.0,0,681
2016-08-09,3,09,222,32,8,3,2016,79.9,60.7,1014.9,10.0,5.7,12.0,0.0,0.0,0,725
2016-11-25,6,25,330,47,11,4,2016,39.0,31.7,1026.1,8.7,6.9,12.0,0.0,0.0,0,689
2016-02-29,2,29,60,9,2,1,2016,42.1,28.9,1010.7,10.0,14.6,22.0,0.05,0.0,0,646
2016-01-01,6,01,1,53,1,1,2016,25.3,16.2,1024.2,9.5,13.0,15.9,0.0,2.0,0,1156
2016-05-20,6,20,141,20,5,2,2016,60.8,37.5,1020.9,10.0,6.1,12.0,0.0,0.0,0,803
2016-07-30,7,30,212,30,7,3,2016,74.2,65.5,1013.2,10.0,9.0,13.0,0.33,0.0,0,927
2016-01-02,7,02,2,53,1,1,2016,28.6,19.2,1020.0,10.0,9.2,14.0,0.0,2.0,0,576
2016-04-29,6,29,120,17,4,2,2016,46.7,39.7,1018.4,6.3,7.9,11.1,0.05,0.0,0,719
2016-11-07,2,07,312,45,11,4,2016,57.6,42.5,1026.0,10.0,4.8,8.9,0.0,0.0,0,737
2016-04-09,7,09,100,14,4,2,2016,31.1,14.1,1022.4,9.4,12.2,21.0,0.08,1.2,0,689
2016-12-25,1,25,360,51,12,4,2016,34.2,30.0,1029.0,4.9,9.0,15.9,0.0,1.2,0,487
2016-03-02,4,02,62,9,3,1,2016,23.2,6.8,1021.4,10.0,7.2,15.0,0.01,0.0,0,606
2016-03-17,5,17,77,11,3,1,2016,50.0,27.3,1010.3,10.0,14.1,20.0,0.13,0.0,0,738
2016-05-26,5,26,147,21,5,2,2016,73.2,63.2,1011.6,9.4,8.6,13.0,1.02,0.0,0,766
2016-01-12,3,12,12,2,1,1,2016,16.2,6.3,1016.0,6.2,14.3,21.0,0.06,2.0,0,548
2016-08-11,5,11,224,32,8,3,2016,84.6,69.6,1013.6,9.9,8.6,21.0,0.0,0.0,0,852
2016-06-12,1,12,164,23,6,2,2016,72.8,49.3,1017.9,10.0,10.9,17.1,0.0,0.0,0,849
2016-08-10,4,10,223,32,8,3,2016,83.1,65.2,1016.3,10.0,4.2,11.1,0.0,0.0,0,722
2016-08-30,3,30,243,35,8,3,2016,78.9,70.7,1019.1,8.1,4.6,12.0,0.0,0.0,0,755
2016-12-22,5,22,357,51,12,4,2016,35.6,25.2,1022.4,10.0,8.5,13.0,0.0,2.0,0,702
2016-02-14,1,14,45,6,2,1,2016,15.8,1.9,1030.6,7.7,8.8,15.0,0.0,1.2,0,514
2016-09-05,2,05,249,36,9,3,2016,77.6,63.0,1018.2,10.0,8.1,17.1,0.0,0.0,0,821
2016-02-28,1,28,59,8,2,1,2016,52.2,36.5,1003.3,10.0,14.4,24.1,0.0,0.0,0,624
2016-05-09,2,09,130,19,5,2,2016,57.2,44.3,1014.2,9.5,9.2,15.0,0.0,0.0,0,730
2016-02-10,4,10,41,6,2,1,2016,15.2,2.4,1017.8,9.6,11.1,15.0,0.0,1.2,0,563
2016-05-05,5,05,126,18,5,2,2016,49.5,35.9,1014.2,10.0,12.6,18.1,0.0,0.0,0,697
2016-09-24,7,24,268,38,9,3,2016,70.8,62.7,1020.1,9.6,9.3,12.0,0.0,0.0,0,833
2016-09-30,6,30,274,39,9,3,2016,63.3,58.2,1019.6,7.8,12.5,18.1,0.72,0.0,0,771
2016-07-11,2,11,193,28,7,3,2016,81.3,64.9,1013.4,10.0,9.2,15.0,0.0,0.0,0,701
2016-04-23,7,23,114,16,4,2,2016,49.4,37.7,1021.4,10.0,7.2,12.0,0.0,0.0,0,693
2016-01-03,1,03,3,53,1,1,2016,28.8,18.7,1019.1,10.0,10.9,19.0,0.0,2.0,0,618
2016-03-19,7,19,79,11,3,1,2016,39.5,29.6,1021.5,10.0,7.3,12.0,0.0,0.0,0,699
2016-06-18,7,18,170,24,6,2,2016,76.3,50.8,1021.0,10.0,5.5,11.1,0.0,0.0,0,763
2016-02-20,7,20,51,7,2,1,2016,51.2,30.9,1010.9,10.0,11.8,21.0,0.0,0.0,0,702
2016-03-12,7,12,72,10,3,1,2016,46.1,37.3,1022.6,6.8,4.3,9.9,0.0,0.0,0,746
2016-09-04,1,04,248,35,9,3,2016,72.2,57.1,1020.8,10.0,6.7,13.0,0.0,0.0,0,779
2016-07-02,7,02,184,26,7,3,2016,67.9,45.9,1020.5,10.0,4.7,11.1,0.0,0.0,0,756
2016-05-08,1,08,129,18,5,2,2016,57.2,30.7,1012.9,10.0,4.0,9.9,0.0,0.0,0,729
2016-01-14,5,14,14,2,1,1,2016,33.9,24.8,1007.5,10.0,8.6,14.0,0.0,1.2,0,734
2016-06-11,7,11,163,23,6,2,2016,85.2,62.4,1012.3,10.0,9.4,13.0,0.0,0.0,0,816
2016-06-20,2,20,172,25,6,2,2016,84.6,66.8,1016.6,10.0,11.5,18.1,0.0,0.0,0,858
2016-11-18,6,18,323,46,11,4,2016,62.8,48.2,1008.6,9.8,13.7,22.9,0.0,0.0,0,794
2016-04-13,4,13,104,15,4,2,2016,44.7,26.6,1027.3,10.0,7.3,14.0,0.0,0.0,0,714
2016-05-15,1,15,136,19,5,2,2016,47.3,26.9,1019.4,10.0,8.7,15.9,0.0,0.0,0,739
2016-06-15,4,15,167,24,6,2,2016,80.6,67.6,1006.3,9.9,9.6,19.0,0.0,0.0,0,790
2016-10-27,5,27,301,43,10,4,2016,49.0,42.1,1021.7,7.0,7.4,15.0,0.63,0.0,0,729
2016-03-15,3,15,75,11,3,1,2016,52.1,45.1,1006.5,6.6,7.4,14.0,0.11,0.0,0,712
2016-08-17,4,17,230,33,8,3,2016,79.1,65.9,1017.1,10.0,6.4,12.0,0.04,0.0,0,862
2016-07-27,4,27,209,30,7,3,2016,81.5,63.3,1014.3,9.9,3.9,12.0,0.0,0.0,0,795
2016-05-01,1,01,122,17,5,2,2016,46.9,43.7,1014.7,4.3,10.6,17.1,0.71,0.0,0,818
2016-11-16,4,16,321,46,11,4,2016,49.6,42.1,1013.1,8.3,2.9,8.0,0.0,0.0,0,770
2016-02-09,3,09,40,6,2,1,2016,20.4,11.8,1010.5,5.8,11.0,15.9,0.0,1.2,0,545
2016-12-06,3,06,341,49,12,4,2016,34.2,29.7,1012.3,4.5,5.9,15.9,0.0,1.2,0,688
2016-04-15,6,15,106,15,4,2,2016,55.2,32.5,1023.2,10.0,7.3,11.1,0.0,0.0,0,811
2016-10-01,7,01,275,39,10,4,2016,62.1,57.4,1016.1,9.1,6.2,12.0,0.1,0.0,0,860
2016-05-29,1,29,150,21,5,2,2016,74.9,59.0,1014.1,10.0,10.7,17.1,0.0,0.0,0,798
2016-05-23,2,23,144,21,5,2,2016,68.5,39.9,1015.5,10.0,5.7,12.0,0.0,0.0,0,782
2016-06-19,1,19,171,24,6,2,2016,80.4,56.4,1021.6,10.0,6.7,11.1,0.0,0.0,0,811
2016-01-22,6,22,22,3,1,1,2016,27.3,18.6,1026.1,7.4,7.6,15.9,0.0,1.2,0,701
2016-03-13,1,13,73,10,3,1,2016,48.0,43.5,1011.5,5.7,7.5,14.0,0.07,0.0,0,628
2016-06-30,5,30,182,26,6,2,2016,72.3,48.1,1015.7,10.0,7.2,13.0,0.0,0.0,0,847
2016-10-26,4,26,300,43,10,4,2016,48.3,41.4,1024.0,7.5,9.9,19.0,0.23,0.0,0,698
2016-03-29,3,29,89,13,3,1,2016,45.9,30.4,1025.2,10.0,3.7,12.0,0.0,0.0,0,739
2016-03-28,2,28,88,13,3,1,2016,46.2,36.0,1016.3,10.0,9.7,15.0,0.17,0.0,0,741
2016-02-06,7,06,37,5,2,1,2016,32.3,22.4,1026.3,9.2,7.3,13.0,0.0,0.0,0,694
2016-11-14,2,14,319,46,11,4,2016,49.0,34.9,1014.4,10.0,8.0,13.0,0.0,0.0,0,670
2016-12-05,2,05,340,49,12,4,2016,33.4,29.7,1016.7,6.1,8.1,15.0,0.45,2.0,0,676
2016-09-27,3,27,271,39,9,3,2016,62.4,34.6,1010.2,10.0,11.4,22.0,0.02,0.0,0,735
2016-04-03,1,03,94,13,4,2,2016,43.1,20.7,1012.9,10.0,12.0,25.1,0.01,0.0,0,706
2016-02-24,4,24,55,8,2,1,2016,36.4,26.2,1009.3,7.0,19.9,31.1,0.0,2.0,1,578
2016-01-17,1,17,17,2,1,1,2016,9.6,-3.8,1018.7,10.0,13.6,20.0,0.0,0.0,0,537
2016-08-01,2,01,214,31,8,3,2016,76.5,65.5,1017.0,10.0,6.1,9.9,0.0,0.0,0,880
2016-04-08,6,08,99,14,4,2,2016,38.9,26.7,1011.1,9.6,10.3,22.0,0.01,0.0,0,626
2016-02-19,6,19,50,7,2,1,2016,50.2,34.6,1007.2,10.0,20.9,33.0,0.0,0.0,0,775
2016-03-26,7,26,86,12,3,1,2016,42.7,31.7,1021.2,10.0,6.5,13.0,0.0,0.0,0,735
2016-01-11,2,11,11,2,1,1,2016,8.3,-0.8,1019.8,8.7,9.8,15.0,0.0,1.2,0,513
2016-01-25,2,25,25,4,1,1,2016,34.3,25.4,1012.5,8.9,7.2,14.0,0.0,0.0,0,744
2016-06-05,1,05,157,22,6,2,2016,70.5,57.4,1004.2,10.0,9.9,17.1,0.03,0.0,0,777
2016-12-26,2,26,361,52,12,4,2016,47.4,40.7,1013.7,6.4,14.4,24.1,0.26,0.0,0,647
2016-08-29,2,29,242,35,8,3,2016,78.4,68.9,1021.9,10.0,6.2,9.9,0.0,0.0,0,883
2016-09-29,5,29,273,39,9,3,2016,62.7,56.0,1019.4,8.6,13.7,21.0,0.52,0.0,0,702
2016-08-14,1,14,227,32,8,3,2016,78.4,64.4,1014.4,10.0,4.7,11.1,0.04,0.0,0,842
2016-08-05,6,05,218,31,8,3,2016,80.1,67.7,1010.6,10.0,6.7,13.0,0.0,0.0,0,862
2016-11-22,3,22,327,47,11,4,2016,35.5,24.7,1026.8,10.0,4.9,12.0,0.0,0.0,0,722
2016-01-20,4,20,20,3,1,1,2016,18.8,8.5,1028.4,8.0,2.9,6.0,0.03,1.2,0,619
2016-09-12,2,12,256,37,9,3,2016,70.7,51.7,1018.8,10.0,7.4,13.0,0.0,0.0,0,793
2016-02-21,1,21,52,7,2,1,2016,41.5,30.9,1018.4,10.0,9.3,13.0,0.0,0.0,0,706
2016-06-08,4,08,160,23,6,2,2016,61.5,48.0,1014.5,10.0,6.9,12.0,0.0,0.0,0,744
2016-07-01,6,01,183,26,7,3,2016,69.6,55.6,1015.5,10.0,10.3,15.9,0.0,0.0,0,960
2016-04-28,5,28,119,17,4,2,2016,47.7,41.4,1011.7,7.4,9.8,17.1,0.63,0.0,0,731
2016-05-27,6,27,148,21,5,2,2016,76.1,64.0,1010.7,10.0,8.7,17.1,0.0,0.0,0,800
2016-03-30,4,30,90,13,3,1,2016,51.4,34.1,1014.4,9.6,11.2,22.0,0.0,0.0,0,716
2016-11-29,3,29,334,48,11,4,2016,51.5,43.5,996.8,9.5,11.6,18.1,0.65,0.0,0,698
2016-01-16,7,16,16,2,1,1,2016,30.4,20.3,1008.8,9.3,11.2,15.9,0.02,0.0,0,651
2016-06-27,2,27,179,26,6,2,2016,81.9,59.9,1015.2,10.0,8.8,15.9,0.2,0.0,0,770
2016-12-07,4,07,342,49,12,4,2016,28.1,17.7,1018.7,10.0,12.9,15.9,0.0,0.0,0,660
2016-06-22,4,22,174,25,6,2,2016,73.3,59.2,1011.8,9.9,6.5,12.0,0.0,0.0,0,749
2016-03-22,3,22,82,12,3,1,2016,52.1,30.6,1010.0,10.0,11.9,18.1,0.0,0.0,0,722
2016-10-04,3,04,278,40,10,4,2016,66.7,56.1,1017.1,10.0,7.0,12.0,0.0,0.0,0,743
2016-04-05,3,05,96,14,4,2,2016,36.1,17.5,1029.9,10.0,8.5,13.0,0.0,0.0,0,674
2016-08-18,5,18,231,33,8,3,2016,79.1,69.0,1015.7,8.9,6.2,12.0,0.22,0.0,1,766
2016-03-23,4,23,83,12,3,1,2016,45.7,35.9,1009.3,7.6,11.0,15.0,0.0,0.0,0,686
2016-01-08,6,08,8,1,1,1,2016,41.9,34.6,1012.2,6.5,5.8,8.9,0.0,1.2,0,742
2016-10-03,2,03,277,40,10,4,2016,63.7,55.8,1018.6,9.9,3.9,8.0,0.0,0.0,0,772
2016-10-20,5,20,294,42,10,4,2016,57.0,47.1,1019.3,10.0,10.2,17.1,0.0,0.0,0,717
2016-04-12,3,12,103,15,4,2,2016,41.4,21.0,1025.6,10.0,7.6,12.0,0.0,0.0,0,701
2016-06-01,4,01,153,22,6,2,2016,69.9,61.7,1013.3,8.0,6.0,12.0,1.09,0.0,0,935
2016-05-25,4,25,146,21,5,2,2016,77.9,58.8,1013.7,9.2,9.4,26.0,0.0,0.0,1,720
2016-01-21,5,21,21,3,1,1,2016,21.3,12.6,1028.5,9.6,2.7,6.0,0.0,1.2,0,634
2016-08-15,2,15,228,33,8,3,2016,75.5,67.2,1017.3,9.8,6.7,14.0,0.0,0.0,0,841
2016-02-02,3,02,33,5,2,1,2016,37.1,31.5,1018.1,5.6,9.2,18.1,0.0,0.0,0,613
2016-11-02,4,02,307,44,11,4,2016,64.6,56.8,1017.4,7.8,3.7,8.9,0.0,0.0,0,748
2016-11-15,3,15,320,46,11,4,2016,48.2,42.0,1011.9,6.8,3.0,6.0,0.0,0.0,1,712
2016-03-16,4,16,76,11,3,1,2016,54.7,40.6,1000.6,9.3,19.8,32.1,0.22,0.0,0,745
2016-09-06,3,06,250,36,9,3,2016,83.8,71.8,1016.2,10.0,9.3,14.0,0.0,0.0,0,760
2016-08-24,4,24,237,34,8,3,2016,76.9,66.4,1015.6,9.4,10.6,15.0,0.0,0.0,0,823
2016-03-20,1,20,80,11,3,1,2016,38.8,25.5,1022.6,10.0,9.4,15.0,0.0,0.0,0,685
2016-04-17,1,17,108,15,4,2,2016,64.7,38.7,1027.4,10.0,6.1,14.0,0.0,0.0,0,708
2016-10-21,6,21,295,42,10,4,2016,49.5,33.8,1021.4,10.0,11.5,15.0,0.0,0.0,0,759
2016-09-22,5,22,266,38,9,3,2016,75.0,62.4,1017.1,10.0,3.8,7.0,0.24,0.0,0,831
2016-05-14,7,14,135,19,5,2,2016,47.7,35.4,1014.0,8.8,12.5,20.0,0.66,0.0,0,723
2016-03-07,2,07,67,10,3,1,2016,52.6,38.9,1012.7,10.0,11.1,15.9,0.0,0.0,0,794
2016-04-22,6,22,113,16,4,2,2016,52.2,43.1,1013.8,8.9,10.5,17.1,0.02,0.0,0,729
2016-08-22,2,22,235,34,8,3,2016,69.6,52.0,1019.6,10.0,3.5,9.9,0.0,0.0,0,728
2016-06-10,6,10,162,23,6,2,2016,77.2,62.2,1013.2,10.0,8.5,17.1,0.06,0.0,0,764
2016-07-17,1,17,199,28,7,3,2016,73.9,59.3,1016.3,10.0,10.2,18.1,0.0,0.0,0,789
2016-02-04,5,04,35,5,2,1,2016,28.1,16.6,1022.4,9.8,10.0,15.0,0.0,0.0,0,670
2016-12-02,6,02,337,48,12,4,2016,38.6,30.1,1020.5,9.9,7.7,13.0,0.02,0.0,0,832
2016-11-26,7,26,331,47,11,4,2016,40.0,31.8,1027.0,9.9,6.3,9.9,0.0,0.0,0,719
2016-02-23,3,23,54,8,2,1,2016,37.9,24.6,1020.2,9.6,6.1,13.0,0.0,0.0,0,630
2016-12-28,4,28,363,52,12,4,2016,32.7,22.7,1017.9,10.0,8.2,20.0,0.0,0.0,0,722
2016-11-20,1,20,325,46,11,4,2016,30.6,15.4,1027.5,10.0,8.9,12.0,0.0,0.0,0,663
2016-08-13,7,13,226,32,8,3,2016,78.4,71.9,1007.9,7.3,7.2,15.0,2.25,0.0,0,826
2016-05-03,3,03,124,18,5,2,2016,55.0,35.0,1013.9,10.0,5.4,15.9,0.0,0.0,0,736
2016-11-03,5,03,308,44,11,4,2016,57.8,50.9,1021.8,5.5,5.3,9.9,0.3,0.0,0,783
2016-02-07,1,07,38,5,2,1,2016,39.8,28.6,1013.5,10.0,10.1,19.0,0.0,0.0,0,616
2016-05-12,5,12,133,19,5,2,2016,63.4,55.8,1013.5,7.4,8.4,15.0,0.02,0.0,0,690
2016-07-03,1,03,185,26,7,3,2016,70.4,52.0,1017.8,10.0,6.0,13.0,0.0,0.0,0,782
2016-10-14,6,14,288,41,10,4,2016,53.9,40.3,1024.6,10.0,5.3,12.0,0.0,0.0,0,821
2016-06-24,6,24,176,25,6,2,2016,73.3,57.9,1016.1,10.0,7.3,9.9,0.0,0.0,0,807
2016-01-15,6,15,15,2,1,1,2016,41.1,34.5,998.5,9.0,10.8,15.9,0.0,0.0,0,733
2016-07-24,1,24,206,29,7,3,2016,80.4,72.5,1011.7,9.4,10.8,24.1,1.33,0.0,0,790
2016-08-25,5,25,238,34,8,3,2016,77.9,69.1,1014.7,9.9,6.6,9.9,0.36,0.0,0,770
2016-09-25,1,25,269,38,9,3,2016,74.0,62.0,1017.0,10.0,7.4,11.1,0.0,0.0,0,808
2016-03-03,5,03,63,9,3,1,2016,31.2,23.5,1019.6,4.8,6.9,11.1,0.04,1.2,0,616
2016-08-28,1,28,241,34,8,3,2016,78.5,69.8,1019.5,9.9,5.2,9.9,0.27,0.0,0,804
2016-07-23,7,23,205,29,7,3,2016,86.0,74.3,1013.5,10.0,4.5,14.0,0.01,0.0,0,813
2016-02-13,7,13,44,6,2,1,2016,11.5,-9.0,1035.4,10.0,11.8,22.0,0.0,0.0,0,596
2016-10-12,4,12,286,41,10,4,2016,63.8,53.4,1015.1,8.7,10.0,17.1,0.01,0.0,0,745
2016-10-29,7,29,303,43,10,4,2016,67.1,57.8,1012.6,9.9,10.7,18.1,0.0,0.0,0,831
2016-10-06,5,06,280,40,10,4,2016,67.8,60.6,1017.3,8.3,3.5,8.9,0.06,0.0,0,754
2016-02-03,4,03,34,5,2,1,2016,37.3,33.6,1002.0,5.3,9.8,17.1,0.74,0.0,1,682
2016-09-08,5,08,252,36,9,3,2016,77.3,70.3,1010.6,9.4,9.4,15.0,0.21,0.0,0,794
2016-11-13,1,13,318,45,11,4,2016,45.7,29.8,1022.8,10.0,8.9,14.0,0.0,0.0,0,660
2016-04-16,7,16,107,15,4,2,2016,61.0,38.1,1024.7,10.0,6.0,13.0,0.0,0.0,0,734
2016-07-12,3,12,194,28,7,3,2016,82.9,69.0,1009.8,9.9,12.1,15.9,0.0,0.0,0,780
2016-02-25,5,25,56,8,2,1,2016,34.4,23.8,1011.8,6.8,16.2,21.0,0.04,1.2,0,699
2016-07-21,5,21,203,29,7,3,2016,82.5,72.8,1017.0,9.9,7.8,13.0,0.0,0.0,0,784
2016-02-27,7,27,58,8,2,1,2016,38.1,24.4,1017.0,10.0,10.6,15.9,0.0,0.0,0,690
2016-01-07,5,07,7,1,1,1,2016,38.6,24.3,1020.7,10.0,6.3,8.9,0.0,1.2,0,705
2016-12-15,5,15,350,50,12,4,2016,5.8,-7.2,1030.4,10.0,11.3,18.1,0.0,3.1,0,580
2016-05-24,3,24,145,21,5,2,2016,75.7,45.2,1013.6,10.0,8.7,15.0,0.0,0.0,0,803
2016-04-02,7,02,93,13,4,2,2016,36.8,23.8,1007.3,8.0,16.1,33.0,0.1,0.0,0,651
2016-08-08,2,08,221,32,8,3,2016,78.6,61.5,1016.1,10.0,9.6,13.0,0.0,0.0,0,803
2016-12-11,1,11,346,49,12,4,2016,27.6,22.4,1021.6,3.4,7.9,13.0,0.1,5.1,1,512
2016-03-14,2,14,74,11,3,1,2016,46.3,43.6,1005.7,6.0,4.7,8.0,0.79,0.0,0,684
2016-07-20,4,20,202,29,7,3,2016,80.7,66.8,1020.7,10.0,5.8,9.9,0.0,0.0,0,824
2016-04-26,3,26,117,17,4,2,2016,54.5,44.6,1009.1,8.0,11.8,18.1,0.01,0.0,0,692
2016-07-26,3,26,208,30,7,3,2016,80.9,62.9,1015.6,10.0,4.4,11.1,0.0,0.0,0,877
2016-12-18,1,18,353,50,12,4,2016,13.4,4.3,1031.7,6.6,12.0,19.0,0.03,3.9,0,526
2016-09-26,2,26,270,39,9,3,2016,67.8,46.2,1013.8,10.0,12.7,20.0,0.03,0.0,0,763
2016-09-10,7,10,254,36,9,3,2016,70.3,60.5,1010.9,9.7,7.8,15.9,0.02,0.0,0,767
2016-08-03,4,03,216,31,8,3,2016,81.8,65.7,1016.3,10.0,4.2,11.1,0.0,0.0,0,772
2016-11-23,4,23,328,47,11,4,2016,40.7,34.4,1018.5,4.9,8.5,13.0,0.1,0.0,0,699
2016-10-28,6,28,302,43,10,4,2016,51.6,43.8,1022.2,9.8,7.2,12.0,0.0,0.0,0,801
2016-12-21,4,21,356,51,12,4,2016,28.1,18.3,1020.7,9.8,7.5,14.0,0.0,3.1,0,728
2016-05-02,2,02,123,18,5,2,2016,49.8,38.8,1017.1,9.3,12.7,15.9,0.38,0.0,0,757
2016-02-08,2,08,39,6,2,1,2016,32.4,23.4,1006.2,9.9,8.9,14.0,0.0,0.0,0,570
2016-07-10,1,10,192,27,7,3,2016,74.2,56.6,1016.8,10.0,4.7,12.0,0.0,0.0,0,760
2016-12-10,7,10,345,49,12,4,2016,22.0,12.2,1034.4,9.1,6.9,9.9,0.0,0.0,0,612
2016-07-18,2,18,200,29,7,3,2016,78.8,67.5,1017.7,9.9,5.7,18.1,0.78,0.0,0,799
2016-09-16,6,16,260,37,9,3,2016,74.1,60.3,1015.6,10.0,9.6,17.1,0.0,0.0,0,805
2016-08-02,3,02,215,31,8,3,2016,79.2,65.4,1017.3,10.0,5.4,12.0,0.0,0.0,0,790
2016-05-13,6,13,134,19,5,2,2016,59.3,43.5,1014.6,10.0,9.8,15.9,1.03,0.0,0,808
2016-06-04,7,04,156,22,6,2,2016,72.1,57.0,1010.7,9.7,7.2,12.0,0.0,0.0,0,827
2016-12-04,1,04,339,48,12,4,2016,33.0,26.0,1023.2,7.0,3.6,7.0,0.0,5.1,1,595
2016-12-20,3,20,355,51,12,4,2016,21.0,7.3,1028.1,10.0,14.1,22.0,0.0,3.1,0,693
2016-11-30,4,30,335,48,11,4,2016,42.1,34.0,1002.8,9.8,8.6,17.1,0.0,0.0,0,697
2016-10-08,7,08,282,40,10,4,2016,54.1,37.6,1024.1,10.0,5.8,9.9,0.0,0.0,0,715
2016-08-20,7,20,233,33,8,3,2016,75.8,68.1,1005.9,9.4,9.6,18.1,0.0,0.0,0,844
2016-11-05,7,05,310,44,11,4,2016,56.1,44.0,1027.2,10.0,6.2,11.1,0.0,0.0,0,821
2016-06-03,6,03,155,22,6,2,2016,72.7,52.1,1016.5,10.0,5.3,9.9,0.0,0.0,0,822
2016-10-18,3,18,292,42,10,4,2016,74.3,59.7,1002.1,10.0,14.2,22.9,0.0,0.0,0,774
2015-01-01,5,01,1,1,1,1,2015,22.3,7.3,1020.6,10.0,15.0,18.1,0.0,0.0,0,1224
2015-01-08,5,08,8,2,1,1,2015,0.4,-7.8,1033.5,8.2,13.2,22.0,0.0,3.1,0,448
2015-01-12,2,12,12,3,1,1,2015,26.3,19.8,1032.2,6.8,8.7,17.1,0.15,3.9,0,607
2015-01-15,5,15,15,3,1,1,2015,23.5,15.9,1021.0,9.7,9.1,17.1,0.0,3.1,0,763
2015-01-18,1,18,18,3,1,1,2015,38.7,30.6,1008.8,10.0,10.9,14.0,0.0,0.0,0,698
2015-01-26,2,26,26,5,1,1,2015,25.9,18.1,1015.5,9.0,7.3,15.0,0.06,1.2,0,656
2015-02-04,4,04,35,6,2,1,2015,25.4,19.8,1019.8,4.5,6.4,14.0,0.05,16.1,0,577
2015-02-08,1,08,39,6,2,1,2015,38.5,34.5,1005.1,7.1,7.8,17.1,0.0,5.1,0,615
2015-02-10,3,10,41,7,2,1,2015,28.4,19.1,1024.5,9.6,7.1,13.0,0.0,3.9,0,629
2015-02-20,6,20,51,8,2,1,2015,7.0,-5.0,1027.6,9.3,8.8,17.1,0.0,3.1,0,650
2015-03-05,5,05,64,10,3,1,2015,15.2,-2.2,1031.7,10.0,8.9,12.0,0.0,3.9,0,612
2015-03-27,6,27,86,13,3,1,2015,30.8,16.8,1021.0,8.3,12.1,17.1,0.01,1.2,0,725
2015-03-30,2,30,89,14,3,1,2015,49.1,31.0,1015.5,10.0,9.0,20.0,0.04,0.0,0,719
2015-04-08,4,08,98,15,4,2,2015,47.2,44.2,1014.9,3.2,7.6,13.0,0.04,0.0,1,679
2015-04-13,2,13,103,16,4,2,2015,63.3,40.4,1014.4,9.8,10.5,18.1,0.11,0.0,0,735
2015-04-15,4,15,105,16,4,2,2015,56.0,26.8,1023.8,10.0,9.6,18.1,0.0,0.0,0,799
2015-04-18,7,18,108,16,4,2,2015,62.3,43.8,1016.5,10.0,7.4,18.1,0.0,0.0,0,769
2015-04-24,6,24,114,17,4,2,2015,47.5,24.0,1017.4,10.0,4.3,14.0,0.0,0.0,0,761
2015-04-29,4,29,119,18,4,2,2015,52.3,35.4,1014.4,10.0,5.2,14.0,0.0,0.0,0,766
2015-05-02,7,02,122,18,5,2,2015,64.9,38.4,1017.6,10.0,5.8,12.0,0.0,0.0,0,686
2015-05-03,1,03,123,18,5,2,2015,70.1,42.9,1013.9,10.0,8.5,20.0,0.0,0.0,0,745
2015-05-04,2,04,124,19,5,2,2015,67.8,55.0,1015.8,10.0,8.4,14.0,0.2,0.0,0,779
2015-05-12,3,12,132,20,5,2,2015,54.2,39.5,1016.4,10.0,15.3,22.0,0.14,0.0,0,757
