weekday,weekno,crimedate,DECEPTIVE_PRACTICE,CRIMINAL_DAMAGE,BATTERY,INTERFERENCE_WITH_PUBLIC_OFFICER,OFFENSE_INVOLVING_CHILDREN,SEX_OFFENSE,OTHER_OFFENSE,THEFT,CRIMINAL_TRESPASS,ROBBERY,MOTOR_VEHICLE_THEFT,PUBLIC_PEACE_VIOLATION,WEAPONS_VIOLATION,BURGLARY,INTIMIDATION,LIQUOR_LAW_VIOLATION,ASSAULT,HOMICIDE,PROSTITUTION,GAMBLING,STALKING,KIDNAPPING,ARSON,OBSCENITY,CONCEALED_CARRY_LICENSE_VIOLATION,PUBLIC_INDECENCY,HUMAN_TRAFFICKING,RITUALISM,DOMESTIC_VIOLENCE,NARCOTICS,CRIMINAL_SEXUAL_ASSAULT,NON_CRIMINAL,TOTAL_CRIMES
4,30,2008-07-23,39,144,197,4,6,7,92,279,38,46,66,7,20,96,6,2,73,4,19,6,0,1,4,0,0,0,0,0,0,163,2,0,1321
5,30,2008-07-24,54,158,232,0,5,8,53,288,46,51,59,7,8,81,0,6,85,2,17,2,1,1,1,0,0,0,0,0,0,149,4,0,1318
6,30,2008-07-25,50,171,220,3,11,5,82,326,31,43,76,6,20,95,0,9,74,1,11,5,0,1,1,0,0,0,0,0,0,140,4,0,1385
7,30,2008-07-26,35,189,294,2,9,9,80,286,33,55,55,10,7,77,0,6,88,2,9,6,1,0,3,0,0,0,0,0,0,116,3,0,1375
1,30,2008-07-27,24,181,292,0,6,3,75,248,28,60,68,8,21,78,0,1,87,3,17,5,1,1,4,0,0,0,0,0,0,121,4,0,1336
2,31,2008-07-28,58,166,244,2,10,5,79,287,44,63,72,8,12,84,1,3,86,5,6,9,1,1,1,0,0,0,0,0,0,121,5,0,1373
3,31,2008-07-29,40,146,199,2,5,6,71,279,32,46,74,5,12,85,0,1,76,0,19,5,1,1,4,0,0,0,0,0,0,143,2,0,1254
4,31,2008-07-30,39,165,218,1,5,6,81,309,46,52,72,13,17,92,1,4,71,3,20,6,2,2,3,0,0,0,0,0,0,153,2,0,1383
5,31,2008-07-31,48,163,210,5,5,3,65,298,36,45,75,7,16,87,0,5,70,1,26,2,2,1,3,0,0,0,0,0,0,135,3,0,1311
6,31,2008-08-01,88,154,245,4,24,16,107,340,43,63,74,6,17,76,0,9,72,1,25,5,0,3,2,1,0,0,0,0,0,144,12,0,1531
7,31,2008-08-02,34,176,293,1,6,5,70,244,32,53,47,4,12,65,0,3,79,4,9,16,2,0,4,0,0,0,0,0,0,142,8,0,1309
1,31,2008-08-03,23,198,278,1,10,3,61,226,37,43,58,5,11,54,1,5,86,1,5,5,2,0,3,0,0,0,0,0,0,126,4,0,1246
2,32,2008-08-04,35,146,196,3,5,3,65,251,39,46,70,13,9,92,1,1,69,1,12,6,1,2,4,0,0,0,0,0,0,111,3,0,1184
3,32,2008-08-05,52,168,202,0,7,8,80,295,33,46,64,5,10,67,2,1,76,1,19,11,0,0,1,0,0,0,0,0,0,117,2,0,1267
4,32,2008-08-06,57,164,216,0,6,5,85,272,37,55,60,11,7,82,0,5,94,1,14,13,0,0,1,0,0,0,0,0,0,156,9,0,1350
5,32,2008-08-07,38,150,203,1,6,6,73,264,33,43,82,11,18,86,0,0,94,2,59,7,0,0,1,0,0,0,0,0,0,163,2,0,1342
6,32,2008-08-08,57,188,213,1,6,4,75,338,38,44,59,15,11,93,0,1,59,1,11,10,0,1,2,0,0,0,0,0,0,171,3,0,1401
7,32,2008-08-09,32,162,254,2,8,4,67,268,26,67,55,16,9,81,0,1,65,2,2,6,0,0,0,0,0,0,0,0,0,129,8,0,1264
1,32,2008-08-10,18,173,234,6,6,1,75,222,32,49,48,12,4,77,2,2,77,2,1,6,0,1,4,0,0,0,0,0,0,123,8,0,1183
2,33,2008-08-11,66,143,214,1,7,4,70,274,28,63,69,8,14,99,0,1,76,2,5,6,0,0,1,0,0,0,0,0,0,133,4,0,1288
3,33,2008-08-12,48,161,207,0,12,5,61,290,38,48,61,6,20,74,1,1,87,1,16,16,0,0,5,0,0,0,0,0,0,139,4,0,1301
4,33,2008-08-13,47,170,205,2,9,8,63,287,41,61,75,9,13,83,1,0,67,1,25,4,1,2,0,0,0,0,0,0,0,143,3,0,1320
5,33,2008-08-14,35,173,198,2,5,2,84,272,28,46,67,11,19,65,1,1,66,3,19,7,2,1,2,0,0,0,0,0,0,154,6,0,1269
6,33,2008-08-15,47,184,205,2,8,3,71,324,25,45,76,14,16,99,2,2,65,3,24,6,0,1,1,0,0,0,0,0,0,206,7,0,1436
7,33,2008-08-16,37,173,287,3,10,3,71,268,29,63,48,6,16,63,1,0,68,2,10,2,0,1,0,0,0,1,0,0,0,129,7,0,1298
1,33,2008-08-17,27,164,310,1,12,6,82,228,46,46,67,8,7,71,1,1,80,1,2,7,0,0,3,0,0,0,0,0,0,134,10,0,1314
2,34,2008-08-18,49,159,212,1,9,7,76,298,39,50,63,13,10,85,0,4,84,1,8,5,3,0,5,0,0,0,0,0,0,123,1,0,1305
3,34,2008-08-19,39,170,213,1,7,5,97,326,34,56,65,8,9,67,2,1,67,0,20,7,1,1,5,0,0,0,0,0,0,138,5,0,1344
4,34,2008-08-20,52,168,208,2,5,5,86,287,49,56,67,10,13,85,0,3,85,2,17,5,1,1,2,1,0,0,0,0,0,167,2,0,1379
5,34,2008-08-21,45,169,202,5,12,2,79,301,36,51,64,9,14,66,1,3,72,1,25,9,1,2,2,0,0,0,0,0,0,135,1,0,1307
6,34,2008-08-22,52,184,244,2,8,5,83,306,38,48,63,10,11,93,1,2,72,0,32,4,1,1,2,0,0,0,0,0,0,172,6,0,1440
7,34,2008-08-23,33,163,271,1,6,3,80,270,37,41,47,6,14,65,0,0,90,1,4,6,0,0,0,0,0,0,0,0,0,147,7,0,1292
1,34,2008-08-24,32,158,299,0,5,1,63,235,41,47,61,12,11,62,0,2,88,3,5,3,0,0,5,0,0,0,0,0,0,144,5,0,1282
2,35,2008-08-25,47,155,198,5,3,1,76,256,38,43,62,10,16,76,0,5,87,1,11,3,0,2,2,0,0,0,0,0,0,131,4,0,1232
3,35,2008-08-26,38,128,172,2,5,5,59,278,51,40,65,12,15,78,0,1,78,1,20,4,0,0,2,0,0,0,0,0,0,165,3,0,1222
4,35,2008-08-27,40,146,206,2,7,5,76,273,44,57,63,13,8,70,0,4,65,1,16,12,0,1,1,0,0,0,0,0,0,160,7,0,1277
5,35,2008-08-28,49,153,211,1,13,3,81,257,34,53,68,6,16,85,0,3,93,1,15,8,0,0,0,0,0,0,0,0,0,166,3,0,1319
6,35,2008-08-29,49,161,192,1,8,0,70,275,35,57,76,8,14,93,0,5,91,1,29,9,0,0,3,0,0,0,0,0,0,138,5,0,1320
7,35,2008-08-30,32,167,268,4,6,5,67,257,24,45,54,15,11,68,0,2,81,5,13,10,0,0,3,0,0,0,0,0,0,148,3,0,1288
1,35,2008-08-31,29,177,294,3,7,1,58,219,32,36,54,7,4,77,1,3,66,1,9,5,0,0,2,0,0,0,0,0,0,137,10,0,1232
2,36,2008-09-01,59,142,273,5,26,17,108,327,46,39,55,5,13,80,0,2,84,3,12,8,2,0,2,2,0,0,0,0,0,141,16,0,1467
3,36,2008-09-02,72,127,202,1,9,6,75,297,32,52,58,7,13,108,2,0,84,1,16,6,1,1,1,1,0,0,0,0,0,165,6,0,1343
4,36,2008-09-03,47,150,154,1,6,2,72,262,32,40,65,7,8,90,1,4,79,0,6,7,2,0,2,0,0,0,0,0,0,166,7,0,1210
5,36,2008-09-04,38,94,150,3,8,2,66,197,29,36,51,6,4,73,1,0,50,2,24,0,1,2,1,0,0,0,0,0,0,87,3,0,928
6,36,2008-09-05,46,152,192,0,10,2,79,281,33,52,67,12,9,79,0,1,93,6,15,9,2,0,0,0,0,0,0,0,0,157,0,0,1297
7,36,2008-09-06,36,183,275,1,7,3,60,266,36,47,57,12,12,63,3,4,77,1,5,5,1,0,0,0,0,0,0,0,0,159,6,0,1319
1,36,2008-09-07,21,142,261,3,2,7,61,255,29,48,45,7,13,70,1,5,76,1,6,3,0,1,3,0,0,0,0,0,0,113,6,0,1179
2,37,2008-09-08,45,106,154,2,7,3,72,288,30,55,57,5,4,95,0,4,46,2,7,1,0,1,1,0,0,0,0,0,0,115,5,0,1105
3,37,2008-09-09,51,142,186,5,4,2,57,292,43,47,53,13,14,80,1,4,68,2,30,3,0,0,1,0,0,0,0,0,0,167,3,0,1268
4,37,2008-09-10,48,129,200,4,12,6,62,276,28,53,53,16,10,86,0,6,104,1,21,7,2,1,0,0,0,0,0,0,0,149,4,0,1278
5,37,2008-09-11,44,156,222,1,6,3,64,283,45,49,54,12,19,92,0,2,74,2,26,5,0,1,1,0,0,0,0,0,0,138,3,0,1302
6,37,2008-09-12,34,132,198,1,10,2,75,294,42,63,67,12,8,94,0,3,74,2,17,1,0,3,3,0,0,0,0,0,0,121,5,0,1261
7,37,2008-09-13,27,168,180,2,8,2,69,257,32,53,69,5,6,66,0,2,54,1,6,5,0,1,1,0,0,1,0,0,0,100,3,0,1118
1,37,2008-09-14,27,130,246,0,12,2,57,205,35,60,64,9,7,67,0,4,50,0,13,0,0,0,0,0,0,0,0,0,0,92,6,0,1086
2,38,2008-09-15,59,131,206,2,2,3,66,286,35,63,45,14,18,96,1,1,60,1,9,6,0,1,3,0,0,0,0,0,0,98,10,0,1216
3,38,2008-09-16,32,149,175,3,8,8,55,257,48,51,56,12,16,71,1,2,84,3,24,3,0,0,0,0,0,0,0,0,0,137,7,0,1202
4,38,2008-09-17,32,160,223,2,6,5,69,285,46,58,49,9,16,73,1,1,85,2,17,8,1,1,6,1,0,0,0,0,0,167,0,0,1323
5,38,2008-09-18,60,146,231,0,6,2,66,296,53,59,49,8,11,82,2,3,93,1,16,3,1,1,1,0,0,0,0,0,0,134,3,0,1327
6,38,2008-09-19,41,171,275,2,7,4,61,276,45,53,54,11,18,99,0,3,110,0,35,10,0,2,0,0,0,0,0,0,0,141,8,0,1426
7,38,2008-09-20,36,195,284,2,7,8,80,278,28,48,47,10,14,69,0,0,79,4,2,5,1,2,7,0,0,0,0,0,0,112,7,0,1325
1,38,2008-09-21,32,189,281,2,7,3,51,223,25,57,49,12,11,74,0,3,70,2,13,3,1,2,1,0,0,0,0,0,0,105,5,0,1221
2,39,2008-09-22,51,144,247,2,4,6,69,253,37,76,72,4,10,71,2,0,70,5,13,6,0,2,2,0,0,0,0,0,0,121,4,0,1271
3,39,2008-09-23,40,151,244,2,6,2,77,253,40,56,47,8,18,94,1,1,80,3,26,7,0,3,5,0,0,0,0,0,0,139,3,0,1306
4,39,2008-09-24,38,139,207,2,9,4,77,319,41,54,56,5,8,91,2,2,75,0,18,8,1,2,3,0,0,0,0,0,0,154,5,0,1320
5,39,2008-09-25,43,126,224,0,5,7,74,268,38,55,55,9,15,85,0,5,78,2,27,2,1,2,4,0,0,0,0,0,0,129,2,0,1256
6,39,2008-09-26,45,158,207,1,8,7,74,303,49,54,70,15,16,98,0,2,83,1,24,11,2,0,0,0,0,0,0,0,0,120,7,0,1355
7,39,2008-09-27,27,182,250,1,9,4,59,228,24,54,55,5,13,80,0,2,74,1,7,4,0,0,5,0,0,0,0,0,0,126,9,0,1219
1,39,2008-09-28,36,159,275,4,10,3,56,231,23,55,50,8,9,70,0,5,77,4,7,4,0,1,4,0,0,0,0,0,0,89,8,0,1188
2,40,2008-09-29,46,123,171,1,3,5,69,250,23,65,52,5,8,86,0,1,56,1,8,4,1,0,1,0,0,0,0,0,0,92,3,0,1074
3,40,2008-09-30,36,146,178,3,9,2,72,291,42,70,63,8,12,91,2,1,72,1,20,4,0,0,2,0,0,0,0,0,0,131,2,0,1258
4,40,2008-10-01,73,132,172,3,13,4,109,364,32,49,48,5,11,76,1,2,74,0,15,4,1,0,2,0,0,0,0,0,0,130,12,0,1332
5,40,2008-10-02,42,139,161,4,5,2,56,262,33,45,51,7,10,82,2,1,77,3,21,3,1,0,4,0,0,0,0,0,0,115,4,0,1130
6,40,2008-10-03,41,161,189,0,10,2,52,239,33,47,51,11,7,85,1,3,76,0,13,5,1,1,2,0,0,0,0,0,0,101,3,0,1134
7,40,2008-10-04,31,164,214,2,8,4,57,242,25,52,47,8,15,74,2,4,61,3,8,3,2,2,3,0,0,0,0,0,0,123,5,0,1159
1,40,2008-10-05,21,170,226,2,7,3,60,221,30,62,68,13,10,54,0,3,72,2,3,2,1,0,2,0,0,0,0,0,0,97,7,0,1136
2,41,2008-10-06,41,131,186,1,6,4,63,254,33,43,59,7,20,107,0,3,65,4,13,7,0,1,1,0,0,0,0,0,0,125,5,0,1179
3,41,2008-10-07,39,130,171,1,9,4,70,275,37,52,57,11,15,76,0,2,66,1,16,1,0,2,2,0,0,0,0,0,0,110,0,0,1147
4,41,2008-10-08,46,140,199,1,8,2,60,274,31,82,47,5,18,100,3,1,80,0,16,6,1,0,0,0,0,0,0,0,0,122,5,0,1247
5,41,2008-10-09,35,159,212,0,4,0,67,277,39,52,47,9,20,92,0,3,79,2,21,7,0,2,1,0,0,0,0,0,0,159,3,0,1290
6,41,2008-10-10,52,169,234,0,10,7,88,331,46,67,59,13,13,88,1,5,88,3,22,3,1,2,2,0,0,0,0,0,0,145,4,0,1453
7,41,2008-10-11,41,155,270,5,8,6,64,249,40,55,56,8,14,63,1,4,71,3,10,4,1,2,5,0,0,0,0,0,0,130,2,0,1267
1,41,2008-10-12,24,183,298,4,8,4,76,242,35,68,67,10,9,62,0,2,70,3,9,5,0,1,0,0,0,0,0,0,0,94,11,0,1285
2,42,2008-10-13,41,148,189,3,4,4,86,246,36,45,40,19,16,81,0,1,64,2,7,4,0,0,0,0,0,0,0,0,0,141,8,0,1185
3,42,2008-10-14,52,151,197,2,4,6,61,295,48,64,51,11,18,108,1,4,86,3,16,4,0,3,1,0,0,0,0,0,0,123,1,0,1310
4,42,2008-10-15,68,161,184,4,3,5,84,294,50,83,55,7,14,101,1,3,72,1,21,3,0,1,4,0,0,0,0,0,0,131,1,0,1351
5,42,2008-10-16,42,127,169,4,7,3,76,266,41,72,50,8,17,96,1,3,76,2,32,7,0,2,2,0,0,0,0,0,0,140,4,0,1247
6,42,2008-10-17,53,182,213,1,10,5,64,251,39,59,53,11,17,100,0,2,79,3,21,4,0,1,2,0,0,0,0,0,0,155,5,0,1330
7,42,2008-10-18,41,159,201,2,11,3,64,265,33,56,39,6,12,67,0,1,55,0,11,4,1,0,1,0,0,0,0,0,0,156,8,0,1196
1,42,2008-10-19,38,137,248,1,4,3,53,241,39,58,43,9,9,61,0,5,58,0,6,3,0,0,4,0,0,0,0,0,0,92,3,0,1115
2,43,2008-10-20,44,138,149,1,8,4,67,292,41,53,38,11,9,90,0,1,44,0,10,2,0,4,1,0,0,0,0,0,0,132,3,0,1142
3,43,2008-10-21,44,135,165,1,4,3,66,283,49,48,38,11,10,85,1,2,62,1,16,1,1,1,3,0,0,0,0,0,0,174,3,0,1207
4,43,2008-10-22,48,164,191,2,4,3,58,244,40,57,35,12,10,90,0,3,71,0,20,2,1,0,3,0,0,0,0,0,0,153,5,0,1216
5,43,2008-10-23,51,174,176,1,4,4,81,264,32,51,44,9,8,103,2,2,70,0,29,0,0,0,3,0,0,0,0,0,0,113,4,0,1225
6,43,2008-10-24,41,124,151,2,8,5,80,289,37,52,57,5,9,86,1,4,62,6,23,7,1,2,2,0,0,0,0,0,0,124,3,0,1181
7,43,2008-10-25,34,165,207,1,8,2,65,265,23,54,49,5,10,73,1,9,67,2,14,3,0,0,1,0,0,0,0,0,0,127,3,0,1188
1,43,2008-10-26,33,180,212,2,3,2,63,235,37,41,38,8,10,63,0,2,56,2,14,1,1,0,3,0,0,0,0,0,0,108,6,0,1120
2,44,2008-10-27,53,137,156,5,7,3,65,247,40,58,43,6,10,101,1,0,67,1,6,0,0,1,1,0,0,0,0,0,0,117,2,0,1127
3,44,2008-10-28,33,120,179,3,6,4,67,242,51,46,37,12,11,89,0,2,55,1,40,1,1,1,1,0,0,0,0,0,0,158,2,0,1162
4,44,2008-10-29,36,132,179,0,6,2,67,241,37,43,40,5,11,83,0,0,66,1,17,1,1,1,0,0,0,0,0,0,0,144,0,0,1113
5,44,2008-10-30,36,175,191,4,3,1,68,278,44,53,39,11,16,100,1,1,86,0,18,1,0,1,1,0,0,0,0,0,0,143,0,0,1271
6,44,2008-10-31,38,296,244,2,6,2,79,292,38,50,45,11,26,95,0,5,73,1,18,4,1,0,1,0,0,0,0,0,0,113,4,0,1444
7,44,2008-11-01,68,231,260,1,15,14,98,356,23,62,40,8,15,54,0,9,67,2,14,4,0,0,0,0,0,0,0,0,0,124,14,0,1479
1,44,2008-11-02,29,185,269,1,3,5,67,237,28,63,50,8,7,57,0,5,59,0,8,3,0,1,3,0,0,0,0,0,0,120,6,0,1214
2,45,2008-11-03,44,134,189,3,7,10,63,196,33,78,36,5,16,91,1,2,64,0,15,5,0,0,1,0,0,0,0,0,0,127,4,0,1124
3,45,2008-11-04,45,166,231,2,3,3,65,208,17,51,47,12,19,80,0,1,71,3,3,0,1,0,1,0,0,0,0,0,0,42,5,0,1076
4,45,2008-11-05,32,157,227,0,4,4,85,240,45,51,43,13,13,92,2,1,78,1,21,4,0,1,0,0,0,0,0,0,0,142,5,0,1261
5,45,2008-11-06,39,128,186,1,2,2,65,264,34,45,40,9,9,99,2,0,81,2,25,1,0,1,2,0,0,1,0,0,0,141,3,0,1182
6,45,2008-11-07,59,134,173,1,4,3,68,269,33,56,53,10,10,87,0,2,58,3,17,1,0,2,3,0,0,0,0,0,0,155,3,0,1204
7,45,2008-11-08,26,147,190,2,4,1,68,227,25,56,43,10,10,56,0,1,58,0,14,2,0,0,4,0,0,0,0,0,0,127,5,0,1076
1,45,2008-11-09,17,139,182,2,4,1,54,184,33,44,35,6,6,52,1,1,50,4,8,3,0,1,4,0,0,0,0,0,0,101,7,0,939
2,46,2008-11-10,29,144,132,0,3,2,69,251,27,46,59,6,10,84,0,1,43,1,6,0,1,1,1,0,0,0,0,0,0,97,6,0,1019
3,46,2008-11-11,49,115,118,2,4,3,57,245,43,55,38,6,5,73,0,0,59,2,26,2,0,0,0,0,0,0,0,0,0,181,2,0,1085
4,46,2008-11-12,50,117,158,1,8,0,64,223,32,54,41,5,16,92,0,0,49,0,17,1,0,0,1,0,0,0,0,0,0,162,6,0,1097
5,46,2008-11-13,34,132,165,1,7,1,74,253,42,49,35,5,12,83,1,1,71,0,16,3,0,0,1,0,0,0,0,0,0,167,1,0,1154
6,46,2008-11-14,39,153,178,2,6,4,83,270,36,51,37,12,5,97,1,1,74,4,15,0,0,0,5,0,0,0,0,0,0,167,2,0,1242
7,46,2008-11-15,41,166,216,2,6,3,66,267,43,62,53,5,10,58,1,5,52,2,15,0,1,1,1,0,0,0,0,0,0,155,7,0,1238
1,46,2008-11-16,27,157,188,0,15,3,68,192,36,44,40,7,10,54,0,0,43,3,1,2,0,1,4,0,0,0,0,0,0,104,8,0,1007
2,47,2008-11-17,44,137,145,1,3,6,62,205,38,51,58,5,12,105,0,1,49,1,7,0,1,1,1,0,0,0,0,0,0,98,3,0,1034
3,47,2008-11-18,55,128,169,4,2,1,60,231,45,51,36,6,7,86,1,0,46,0,18,1,0,1,0,0,0,0,0,0,0,139,0,0,1087
4,47,2008-11-19,42,152,166,1,8,8,68,251,38,44,54,8,13,91,1,2,76,2,21,1,1,1,0,0,0,0,0,0,0,127,5,0,1181
5,47,2008-11-20,58,129,188,2,12,7,77,264,32,49,48,9,15,98,0,1,68,2,13,1,0,1,4,0,0,0,0,0,0,121,2,0,1201
6,47,2008-11-21,44,127,153,5,5,2,68,276,34,44,35,7,8,84,0,3,54,1,15,0,0,0,3,0,0,0,0,0,0,157,1,0,1126
7,47,2008-11-22,30,149,179,1,9,7,56,237,14,38,34,6,4,72,1,1,52,1,15,0,1,0,3,0,0,0,0,0,0,93,6,0,1009
1,47,2008-11-23,22,147,195,1,8,3,64,203,34,39,54,2,9,50,2,2,47,2,1,2,1,2,2,0,0,0,0,0,0,106,9,0,1007
2,48,2008-11-24,49,123,155,1,7,7,73,249,36,56,41,6,7,108,4,0,52,0,10,0,0,0,3,0,0,0,0,0,0,123,3,0,1113
3,48,2008-11-25,44,121,152,5,6,4,74,248,44,41,46,6,14,86,4,2,62,1,16,1,1,2,0,0,0,0,0,0,0,152,3,0,1135
4,48,2008-11-26,50,157,159,1,7,1,54,266,38,53,44,7,7,88,1,5,66,2,14,2,0,0,0,0,0,0,0,0,0,170,6,0,1198
5,48,2008-11-27,14,157,197,0,9,2,54,150,16,22,36,4,5,74,0,1,36,0,16,0,1,3,1,0,0,0,0,0,0,81,2,0,881
6,48,2008-11-28,57,144,171,1,13,3,65,239,34,50,45,5,8,59,0,0,46,1,22,0,1,1,0,0,0,0,0,0,0,135,5,0,1105
7,48,2008-11-29,30,153,179,2,6,4,53,236,49,49,40,6,11,77,1,5,63,0,26,1,0,2,0,0,0,0,0,0,0,147,4,0,1144
1,48,2008-11-30,33,132,166,3,6,1,66,179,23,51,53,8,12,60,0,2,40,0,7,0,0,1,1,0,0,0,0,0,0,97,3,0,944
2,49,2008-12-01,61,105,133,0,12,5,69,277,22,48,39,2,6,99,1,0,62,0,3,0,0,0,3,0,0,0,0,0,0,105,5,0,1057
3,49,2008-12-02,57,124,141,1,3,3,68,229,25,52,54,8,9,71,0,1,53,0,13,0,0,2,0,0,0,0,0,0,0,121,1,0,1036
4,49,2008-12-03,54,112,132,1,4,6,64,221,30,48,43,7,8,93,1,1,72,3,14,0,0,4,0,0,0,0,0,0,0,124,3,0,1045
5,49,2008-12-04,52,94,149,0,4,5,59,209,35,43,46,6,6,71,0,0,50,1,10,2,0,2,1,0,0,0,0,0,0,109,2,0,956
6,49,2008-12-05,56,123,155,2,15,6,70,235,29,45,46,5,7,82,0,0,53,0,16,0,0,1,1,0,0,0,0,0,0,129,3,0,1079
7,49,2008-12-06,39,110,181,0,8,1,59,238,32,40,35,4,6,65,0,3,60,1,16,0,0,2,2,0,0,0,0,0,0,132,6,0,1040
1,49,2008-12-07,37,114,157,0,7,2,60,181,20,44,47,9,6,47,0,1,42,1,6,0,0,2,1,0,0,0,0,0,0,102,2,0,888
2,50,2008-12-08,48,136,161,2,6,3,64,212,35,58,49,7,8,107,2,0,58,0,11,2,1,2,2,0,0,0,0,0,0,117,7,0,1098
3,50,2008-12-09,52,108,144,1,10,4,66,232,26,38,52,1,12,72,1,3,38,2,18,1,0,1,0,0,0,0,0,0,0,88,4,0,974
4,50,2008-12-10,56,109,137,0,8,4,67,243,29,47,52,8,3,93,0,0,52,0,13,1,0,0,3,0,0,0,0,0,0,142,2,0,1069
5,50,2008-12-11,36,113,165,1,2,3,45,214,24,51,55,6,11,84,0,2,53,0,10,1,0,1,4,0,0,0,0,0,0,105,5,0,991
6,50,2008-12-12,34,133,162,1,7,4,52,245,37,50,52,15,5,94,0,1,64,1,15,0,1,0,1,0,0,0,0,0,0,120,2,0,1096
7,50,2008-12-13,37,153,180,0,9,2,54,202,34,45,50,8,10,58,1,0,42,1,7,1,0,0,0,0,0,0,0,0,0,104,3,0,1001
1,50,2008-12-14,34,150,189,1,11,2,70,187,35,51,40,11,14,62,0,2,47,1,7,0,0,1,0,0,0,0,0,0,0,101,3,0,1019
2,51,2008-12-15,53,90,144,0,11,6,72,211,33,44,43,8,1,85,0,1,38,1,5,0,0,2,2,0,0,0,0,0,0,78,2,0,930
3,51,2008-12-16,28,80,123,0,6,2,54,206,30,32,36,4,5,84,1,0,60,0,8,0,1,1,2,0,0,0,0,0,0,81,2,0,846
4,51,2008-12-17,32,88,150,0,7,7,65,208,36,46,37,4,10,88,0,2,50,1,14,1,1,0,1,0,0,0,0,0,0,131,3,0,982
5,51,2008-12-18,45,75,152,1,3,5,52,232,31,56,50,3,12,78,1,1,50,0,12,0,0,2,0,0,0,0,0,0,0,117,4,0,982
6,51,2008-12-19,38,104,173,1,10,6,52,196,32,47,38,7,7,79,0,1,54,2,8,0,0,1,0,0,0,0,0,0,0,103,1,0,960
7,51,2008-12-20,30,116,178,1,7,2,60,185,24,49,42,7,8,58,0,0,53,3,15,0,1,0,2,0,0,0,0,0,0,96,5,0,942
1,51,2008-12-21,30,73,142,1,9,2,38,140,19,31,38,3,6,32,0,0,47,1,1,0,1,1,0,0,0,0,0,0,0,44,1,0,660
2,52,2008-12-22,56,74,107,1,10,2,35,196,28,42,31,3,3,93,0,0,34,2,3,0,0,0,2,0,0,0,0,0,0,72,3,0,797
3,52,2008-12-23,43,93,106,0,4,1,58,176,21,55,48,1,5,65,0,0,47,1,9,1,0,0,1,0,0,0,0,0,0,90,1,0,826
4,52,2008-12-24,36,101,122,1,8,2,33,166,21,43,32,3,6,68,0,0,42,1,6,0,1,0,0,0,0,0,0,0,0,67,4,0,763
5,52,2008-12-25,14,100,152,0,10,2,62,88,10,19,32,2,1,38,0,0,38,0,6,0,0,1,0,0,0,0,0,0,0,44,1,0,620
6,52,2008-12-26,31,98,138,4,5,0,43,167,19,36,41,5,7,43,0,1,39,1,5,0,0,1,0,0,0,0,0,0,0,106,3,0,793
7,52,2008-12-27,27,145,176,3,9,0,66,216,25,36,37,7,11,67,0,4,49,3,10,0,1,1,1,0,0,0,0,0,0,117,5,0,1016
1,52,2008-12-28,19,152,173,0,8,7,59,184,40,66,44,5,9,48,0,2,47,0,3,1,1,1,1,0,0,0,0,0,0,85,3,0,958
2,1,2008-12-29,37,134,163,2,6,3,74,222,32,52,40,7,7,65,1,2,46,1,8,0,0,0,1,0,0,0,0,0,0,118,1,0,1022
3,1,2008-12-30,43,146,152,0,3,1,60,203,33,58,35,8,16,69,0,0,56,0,14,2,0,0,0,0,0,0,0,0,0,132,1,0,1032
4,1,2008-12-31,29,142,141,0,9,3,51,216,26,56,50,7,18,82,0,2,36,2,4,0,0,3,1,0,0,0,0,0,0,56,5,0,939
5,1,2009-01-01,129,171,332,4,101,34,144,460,26,36,47,11,49,51,2,3,68,1,9,0,1,1,1,0,0,0,0,0,0,114,46,0,1841
6,1,2009-01-02,57,142,144,1,4,3,85,213,26,52,31,6,6,74,0,2,44,0,16,3,0,1,2,0,0,0,0,0,0,147,2,0,1061
7,1,2009-01-03,36,170,175,2,4,3,74,225,26,45,39,7,13,46,0,0,56,2,19,0,0,3,1,0,0,0,0,0,0,155,7,0,1108
1,1,2009-01-04,23,126,189,0,9,2,61,196,35,48,34,6,14,70,1,1,44,1,1,0,1,0,5,0,0,0,0,0,0,126,5,0,998
2,2,2009-01-05,41,106,148,1,5,1,82,206,38,50,55,13,7,80,0,2,46,0,7,0,0,1,2,0,0,0,0,0,0,112,2,0,1005
3,2,2009-01-06,32,97,137,1,7,2,61,202,35,40,45,7,5,67,1,1,66,0,20,0,0,0,1,0,0,0,0,0,0,143,6,0,976
4,2,2009-01-07,43,96,157,1,7,0,84,204,27,52,34,7,12,63,1,2,57,0,23,0,0,1,1,0,0,0,0,0,0,107,3,0,982
5,2,2009-01-08,34,111,150,0,6,1,72,195,34,31,39,7,15,72,0,1,53,1,14,0,0,0,1,1,0,0,0,0,0,114,4,0,956
6,2,2009-01-09,43,107,174,1,11,2,67,204,34,61,45,7,10,80,1,2,67,0,11,0,0,1,2,0,0,0,0,0,0,121,5,0,1056
7,2,2009-01-10,32,95,165,4,4,5,59,182,26,42,31,8,5,50,1,1,48,1,12,0,2,0,0,0,0,0,0,0,0,88,2,0,863
1,2,2009-01-11,21,99,150,3,4,1,79,148,29,40,38,7,7,38,0,2,47,1,6,0,1,1,0,1,0,0,0,0,0,100,2,0,825
2,3,2009-01-12,43,96,149,1,4,1,52,192,34,43,52,4,13,70,0,3,73,0,5,0,0,0,0,1,0,0,0,0,0,68,2,0,906
